Quotes,Author,Political Orientation
"Critics will no doubt say I am accusing the Bush administration of being Hitler. I'm not. There is no comparison between the political system in Germany in 1937 and the U.S. in 2007. What I am reporting is a simple empirical fact: the interrogation methods approved and defended by this president are not new. Many have been used in the past. The very phrase used by the president to describe torture-that-isn't-somehow-torture — ""enhanced interrogation techniques"" — is a term originally coined enhanced interrogation techniques by the Nazis. The techniques are indistinguishable. The methods were clearly understood in 1948 as war-crimes. The punishment for them was death.",Andrew Sullivan,Conservatives
"The decent people in this administration — mainly career military brass and Condi's circle — are finally pushing back against the war crimes of Cheney and Rumsfeld. But the Bush mojo is the same. They don't actually care about the effectiveness of their policies, just how they can be used as wedge issues. Last summer, Karl Rove was determined to use torture and Gitmo as his electoral path to retaining the Congress. He thought he could portray the Democrats as weak on terror. Of course, only cowards and failures use torture. And how many Democrats or Republicans could have made us more vulnerable to more terror than Bush has these past five years?",Andrew Sullivan,Conservatives
"The occupation of Iraq is completely self-perpetuating: The worse things get the more we are obliged to stay. And the longer we stay the worse things get. Wonderful, no? Being trapped in Iraq, moreover, has clearly prevented us from tackling Iran with any traction. One argument commonly made for staying in Iraq makes no sense to me at all. It's McCain's ""if we leave, they will follow us home."" But if we stay, they can follow us home as well. And by staying, we have clearly created more of them to follow us. The second argument that fails to convince is that by leaving, we give al Qaeda a propaganda coup. Yes, we would, and it would be intellectually dishonest to deny that. Any argument for withdrawal needs to take that into account. But by staying and losing, we also give al Qaeda a propaganda coup. And by constantly giving al Qaeda an anti-imperial narrative, we also prevent Muslims and Arabs from recognizing them for what they are: not anti-imperial liberators but theo-fascists.It's becoming clearer and clearer to me that if we want to win this long war, we have to leave Iraq. Sooner rather than later.",Andrew Sullivan,Conservatives
"We can and must deter terror; we can and must conduct surveillance; we can and must find terror cells and plotters; and we need to fight them aggressively in the battlefield abroad and prosecute them carefully under the law if they are citizens at home. But the zeal and arrogance of Bush and Cheney have done this at the expense of the heart and soul of Western jurisprudence and constitutional liberty. They must not get away with it. Our inheritance is too precious to squander in a fit of panic, sadism and hubris.",Andrew Sullivan,Conservatives
"Previous war-presidents have gathered opponents into their cabinets, reached out to estranged former allies, engaged in aggressive diplomacy to maximize effectiveness and rallied the whole country for the fight. What does this one do? Gets a bunch of right-wing ""journalists"" into the White House to spread some partisan talking points. What a fucking disgrace this man and his journalistic lackeys are.Excuse my language. But I can't take this any longer. We're at war; and he's still playing Rove's game.",Andrew Sullivan,Conservatives
"Any president can start a war, and use the chaos of disorder that such a war creates as an indefinite argument for prolonging it. It's a war that keeps on giving. Failure means it's even more necessary to keep failing.",Andrew Sullivan,Conservatives
The one thing we know about torture is that it was never designed in the first place to get at the actual truth of anything; it was designed in the darkest days of human history to produce false confessions in order to annihilate political and religious dissidents. And that is how it always works: it gets confessions regardless of their accuracy.,Andrew Sullivan,Conservatives
"Torture gives false information. And the worst scenarios that tortured detainees coughed up — many of them completely innocent, remember — may well have come to fuel US national security policy. And of course they also fueled more torture. Because once you hear of the existential plots confessed by one tortured prisoner, you need to torture more prisoners to get at the real truth. We do not know what actual intelligence they were getting, and Cheney has ensured that we will never know. But it is perfectly conceivable that the torture regime — combined with panic and paranoia — created an imaginationland of untruth and half-truth that has guided US policy for this entire war. It may well have led to the president being informed of any number of plots that never existed, and any number of threats that are pure imagination. And once torture has entered the system, you can never find out the real truth. You are lost in a vortex of lies and fears. In this vortex, the actual threats that we face may well be overlooked or ignored, as we chase false leads and pursue non-existent WMDs.",Andrew Sullivan,Conservatives
"That's what torture does: it creates a miasma of unknowing, about as dangerous a situation in wartime as one can imagine. This hideous fate was made possible by an inexperienced president with a fundamentalist psyche and a paranoid and power-hungry vice-president who decided to embrace ""the dark side"" almost as soon as the second tower fell, and who is still trying to avenge Nixon. Until they are both gone from office, we are in grave danger — the kind of danger that only torturers and fantasists and a security strategy based on coerced evidence can conjure up.",Andrew Sullivan,Conservatives
"When you fuse Christianity with power, it isn't long before Christians start imposing the cross on others rather than taking it up for themselves.",Andrew Sullivan,Conservatives
"In the Cold War, I was pro-American. The world needed a counter-weight to the evils of expansionist, imperial communism. (But I was never an American utopian. There's nothing new in humanity in this country — just a better system and more freedom, which tends to be the best corrective against sustained error.) After the Cold War, I saw no reason to oppose a prudent American policy of selective interventionism to deter evil and advance good a little, but even in the Balkans, such a policy did not require large numbers of ground troops and was enabled by strong alliances. After 9/11, I was clearly blinded by fear of al Qaeda and deluded by the overwhelming military superiority of the US and the ease of democratic transitions in Eastern Europe into thinking we could simply fight our way to victory against Islamist terror. I wasn't alone. But I was surely wrong. Haven't the last few years been a sobering learning experience? Haven't we discovered that allies actually are important, that fear is no substitute for cold assessment of self-interest, that saying something will happen is not that same thing as it actually happening?  That someone could come out of the last few years believing that Teddy Roosevelt's American imperialism is a model for the future is a little hard for me to understand.",Andrew Sullivan,Conservatives
"The United States has managed to go to war for two centuries without the president authorizing and monitoring the torture of prisoners. The Bush administration's legalization of torture and withdrawal from Geneva is unique in American history. Yes, wars will lead to individuals committing war crimes in the heat of battle. Yes, it carries a horrifying logic. But an advance, pre-meditated decision by the president to engage in war crimes is new and unprecedented. Bush really is uniquely awful as a president in this respect: an indefensible war criminal, who has permanently stained the country he represents and betrayed the soldiers who expect decency and lawfulness in their commander-in-chief.",Andrew Sullivan,Conservatives
"When Bush says that Abu Ghraib was the work of a few, he forgot to mention that he was one of them.",Andrew Sullivan,Conservatives
"If you suspend the Geneva Conventions, give the green light to anything that will get intelligence, round up thousands all over the globe with reckless disregard for guilt or innocence, you are effectively and knowingly issuing orders to seize innocent people and torture them. Any president who decides to do that and then says it was not his intention to do that is a fraud or a fool.",Andrew Sullivan,Conservatives
"Is it not a rather fantastic historical irony that the torture techniques that the North Vietnamese used against McCain that forced him to offer a videotaped false confession... are now the techniques the Bush administration is using to gain ""intelligence"" about terror networks.How is it possible to know that everything John McCain once said on videotape for the enemy was false, because it was coerced, and yet assert that everything we torture out of terror suspects using exactly the same techniques, is true?",Andrew Sullivan,Conservatives
"If the enemy tortures, it defines their moral evil and all intelligence gleaned from such coercion is self-evidently false propaganda. If we do it, it isn't wrong, and it leads to good intelligence.Got that? And these people have the gall to describe their ideological opponents as moral relativists.",Andrew Sullivan,Conservatives
"In the last few years, we have seen the executive branch declare itself outside the law — in prosecuting a war on terror. The law against torture has been suspended. The balance between the executive and legislative branch has been dismissed by signing statements and the theory of the unitary executive. The executive has declared its right to suspend habeas corpus indefinitely, to tap anyone's phones without court warrants and to detain and torture anyone it decides is an ""enemy combatant."" In that sense, we have already left the realm of constitutional government in favor of a protectorate outside the law promising to keep us safe (but never from itself).But this new move to create a de facto dictator for the financial markets, to invest a Treasury secretary with unprecedented powers to buy and sell at close to a trillion dollar level — with no oversight or accountability: this is a new collapse in democratic life and constitutional norms.",Andrew Sullivan,Conservatives
"If religion is about truth, why is it so afraid of error?",Andrew Sullivan,Conservatives
"What modernity requires is not that you cease living according to your faith, but that you accept that others may differ and that therefore politics requires a form of discourse that is reasonable and accessible to believer and non-believer alike. This religious restraint in politics is critical to the maintenance of liberal democracy.",Andrew Sullivan,Conservatives
"I like the pluralism of modernity; it doesn't threaten me or my faith. And if one's faith is dependent on being reinforced in every aspect of other people's lives, then it is a rather insecure faith, don't you think?",Andrew Sullivan,Conservatives
"I have long been baffled as to why people said my preference over Obama was some kind of shift to the ideological left. Nope. Against a radical right, reckless, populist insurgency, Obama is the conservative option, dealing with emergent problems with pragmatic calm and modest innovation. He seeks as a good Oakeshottian would to reform the country's policies in order to regain the country's past virtues. What could possibly be more conservative than that?",Andrew Sullivan,Conservatives
"A true conservative — who is, above all, an anti-ideologue — will often be attacked for alleged inconsistency, for changing positions, for promising change but not a radical break with the past, for pursuing two objectives — like liberty and authority, or change and continuity — that seem to all ideologues as completely contradictory.",Andrew Sullivan,Conservatives
"Trump is not just a wacky politician of the far right, or a riveting television spectacle, or a Twitter phenom and bizarre working-class hero. He is not just another candidate to be parsed and analyzed by TV pundits in the same breath as all the others. In terms of our liberal democracy and constitutional order, Trump is an extinction-level event. It’s long past time we started treating him as such.",Andrew Sullivan,Conservatives
The forces going on in the society are not things the media can prevent or change. But we can and should help understand this crisis and warn against false solutions. If feelings are trumping arguments — the pun is fully intended — it doesn’t mean that arguments don’t still have to be made. It may not win the news cycle. It may not even win this election cycle. But it’s a critical task.,Andrew Sullivan,Conservatives
"Conservatism — from Burke and Hume to Hayek and Oakeshott — has always been, at its core, a critique of ideology in favor of reality. The world is as it is, the conservative argues. Any attempt to drastically overhaul it, to impose a utopian vision onto a messy, evolving human landscape will not just fail, it will likely make things worse. To pretend that the present exists for no good reason — and can be repealed or transformed in an instant — is a formula for ruin. The leftist vision of perfect “social justice” is therefore as illusory and as pernicious as the reactionary’s dream of restoring a mythical past. And the great virtue of America’s deeply conservative Constitution is that it throws so many obstacles in the way of radical, ideological change — to the left or right — that it limits the harm that humans can do to themselves in moments of passion or certainty or in search of ideological perfection.",Andrew Sullivan,Conservatives
"But for me, the psychedelic experience is also deeply Christian. This, it seems to me, is how and who Jesus is and was: the incarnation of the love that these experiences reveal to you — and always suffused with it; not romantic love or friendship, but that universal agape that seems abstract to me at times, but that some small mushrooms have sometimes uncovered. My DMN knows, of course, that this is heresy, that there is only one sacrament that you can eat and enter into godness. The rest of me knows that the idea of heresy itself is the DMN’s work.",Andrew Sullivan,Conservatives
"And that is all the Pope is saying to another human being. God made you the way you are, and loves you for it, and wants you to be happy as yourself. How much agony and pain has there been across so many centuries because we could not open our hearts to this truth? It is so strange to me how so many nonbelievers can see in this Pope’s interaction with others the spirit of Jesus, and how so many of the most devout seem terrified by it.",Andrew Sullivan,Conservatives
"We are living in an era of populism and demagoguery. And yes, there’s racism and xenophobia mixed into it. But what we are also seeing, it seems to me, is the manifest return of a distinctive political and intellectual tendency with deep roots: reactionism. Reactionism is not the same thing as conservatism. It’s far more potent a brew. Reactionary thought begins, usually, with acute despair at the present moment and a memory of a previous golden age. It then posits a moment in the past when everything went to hell and proposes to turn things back to what they once were. It is not simply a conservative preference for things as they are, with a few nudges back, but a passionate loathing of the status quo and a desire to return to the past in one emotionally cathartic revolt. If conservatives are pessimistic, reactionaries are apocalyptic. If conservatives value elites, reactionaries seethe with contempt for them. If conservatives believe in institutions, reactionaries want to blow them up. If conservatives tend to resist too radical a change, reactionaries want a revolution. Though it took some time to reveal itself, today’s Republican Party — from Newt Gingrich’s Republican Revolution to today’s Age of Trump — is not a conservative party. It is a reactionary party that is now at the peak of its political power.",Andrew Sullivan,Conservatives
"Great leaps forward in history are often, in fact, giant leaps back. The Reformation did initiate brutal sectarian warfare. The French Revolution did degenerate into barbarous tyranny. Communist utopias — allegedly the wave of an Elysian future — turned into murderous nightmares. Modern neoliberalism has, for its part, created a global capitalist machine that is seemingly beyond anyone’s control, fast destroying the planet’s climate, wiping out vast tracts of life on Earth while consigning millions of Americans to economic stagnation and cultural despair.  And at an even deeper level, the more we discover about human evolution, the more illusory certain ideas of progress become.",Andrew Sullivan,Conservatives
"Certain truths about human beings have never changed. We are tribal creatures in our very DNA; we have an instinctive preference for our own over others, for “in-groups” over “out-groups”; for hunter-gatherers, recognizing strangers as threats was a matter of life and death. We also invent myths and stories to give meaning to our common lives. Among those myths is the nation — stretching from the past into the future, providing meaning to our common lives in a way nothing else can. Strip those narratives away, or transform them too quickly, and humans will become disoriented. Most of us respond to radical changes in our lives, especially changes we haven’t chosen, with more fear than hope. We can numb the pain with legal cannabis or opioids, but it is pain nonetheless. If we ignore these deeper facts about ourselves, we run the risk of fatal errors. It’s vital to remember that multicultural, multiracial, post-national societies are extremely new for the human species, and keeping them viable and stable is a massive challenge.",Andrew Sullivan,Conservatives
"You will not arrest the reactionary momentum by ignoring it or dismissing it entirely as a function of bigotry or stupidity. You’ll only defuse it by appreciating its insights and co-opting its appeal.  Reaction can be clarifying if it helps us better understand the huge challenges we now face. But reaction by itself cannot help us manage the world we live in today — which is the only place that matters. You start with where you are, not where you were or where you want to be. There are no utopias in the future or Gardens of Eden in our past. There is just now — in all its incoherent, groaning, volatile messiness. Our job, like everyone before us, is to keep our nerve and make the best of it.",Andrew Sullivan,Conservatives
