Quotes,Author,Political Orientation
"Well, the first cause is not...it's lightning striking a mud puddle. See, and this is what the evolutionists say. And by the way, they may be right -- you know, I'm not a scientist, they could be right.",Ben Stein,Conservatives
"But when I talk to people who are Darwinists or evolutionists and say, 'Well, how did life begin' -- they're...they don't have an answer. I mean, they have an answer, but it's a BS answer. It's an answer that wouldn't make sense to a small child.",Ben Stein,Conservatives
"Yes, [I spent] two long years, traveling all over the United States, all over Europe, interviewing many, many, many people who had been thrown out of their academic jobs because they taught that there was a possibility of life coming from something other than Darwinism, who thought that possibly random selection and mutations didn't account for the universe, didn't account for gravity, didn't account for why nobody had ever seen an individual species evolve -- no one's ever seen an individual species evolve!""",Ben Stein,Conservatives
"The scientific community says that if you even mention God as causes of anything scientific, you're gone.",Ben Stein,Conservatives
"You can only say Darwinian causes -- random mutation, natural selection -- even gravity is supposed to be done by that! And I would say to these people, well, how did life begin? We don't know, but it had to be by Darwinian means. Well, how did gravity begin? We don't know, but it had to be by Darwinian means. Why did it have to be that way? Why couldn't there have been an intelligent designer?",Ben Stein,Conservatives
Love of God and compassion and empathy leads you to a very glorious place-  science leads you to killing people.,Ben Stein,Conservatives
"When we just saw that man, I think it was Mr. Myers, talking about how great scientists were, I was thinking to myself the last time any of my relatives saw scientists telling them what to do they were telling them to go to the showers to get gassed … that was horrifying beyond words, and that’s where science — in my opinion, this is just an opinion — that’s where science leads you.",Ben Stein,Conservatives
There's no evidence whatsoever that Darwin had anything useful to say or anything to say period about how life began or how the universe began or how gravity began or how physics began or fluid motion or how thermodynamics began. He had nothing to say about that whatsoever.,Ben Stein,Conservatives
God bless the devout Christians of this country. They are Israel's best friends on the earth.,Ben Stein,Conservatives
"In life, events tend to follow patterns. People who commit crimes tend to be criminals, for example. Can anyone tell me any economists who have been convicted of violent sex crimes? Can anyone tell me of any heads of nonprofit international economic entities who have ever been charged and convicted of violent sexual crimes? Is it likely that just by chance this hotel maid found the only one in this category?",Ben Stein,Conservatives
"The prosecutors say that Mr. Strauss-Kahn ""forced"" the complainant to have oral and other sex with him. How? Did he have a gun? Did he have a knife? He's a short fat old man.",Ben Stein,Conservatives
