Quotes,Author,Political Orientation
"How does something immoral, when done privately, become moral when it is done collectively? Furthermore, does legality establish morality? Slavery was legal; apartheid is legal; Stalinist, Nazi, and Maoist purges were legal. Clearly, the fact of legality does not justify these crimes. Legality, alone, cannot be the talisman of moral people.",Walter E. Williams,Conservatives
But let me offer you my definition of social justice: I keep what I earn and you keep what you earn. Do you disagree? Well then tell me how much of what I earn belongs to you - and why?,Walter E. Williams,Conservatives
"Say that you hire me to mow your lawn and afterwards you pay me $30.  What I have earned might be thought of as certificates of performance, i.e. proof that I served you.  With these certificates of performance in hand, I visit my grocer and demand 3 pounds of steak and a six-pack of beer that my fellow man produced.  In effect, the grocer asks, ""Williams, you're demanding that your fellow man, as ranchers and brewers, serve you; what did you do in turn to serve your fellow man?""  I say, ""I mowed my fellow man’s lawn.""  The grocer says, ""Prove it!""  That's when I hand over my certificates of performance -- the $30.",Walter E. Williams,Conservatives
"Three-fifths to two-thirds of the federal budget consists of taking property from one American and giving it to another. Were a private person to do the same thing, we'd call it theft. When government does it, we euphemistically call it income redistribution, but that's exactly what thieves do -- redistribute income. Income redistribution not only betrays the founders' vision, it's a sin in the eyes of God.",Walter E. Williams,Conservatives
"This is why socialism is evil. It employs evil means, coercion or taking the property of one person, to accomplish good ends, helping one's fellow man. Helping one's fellow man in need, by reaching into one's own pockets, is a laudable and praiseworthy goal. Doing the same through coercion and reaching into another's pockets has no redeeming features and is worthy of condemnation.",Walter E. Williams,Conservatives
"But I think that the Democrats have been very successful in portraying themselves as the caring people, when if you look at the effects of the Democratic Party on Black people I think it’s horrible, it’s horrendous. For example, if you ask the question, “In what cities do Blacks live under the worst conditions—in terms of crime, rotten education, poor services,”—these are the very cities that have been run for decades by Democrats. I don’t care whether you are talking about Philadelphia, Washington D.C., Chicago, or Detroit, it’s all been Democrats. And then on top of it, it’s been Black Democrats! That is, again, if you look at where Blacks live under the most horrible conditions, its in cities where a Black is the mayor, a Black is the chief of police and a Black is the superintendent of schools.",Walter E. Williams,Conservatives
"In August 2009, MSNBC's Contessa Brewer was discussing a tea party rally in Arizona, where it's legal to carry an unconcealed weapon. She said: ""A man at a pro-health care rally... wore a semiautomatic assault rifle on his shoulder and a pistol on his hip... There are questions about whether this has racial overtones, I mean, here you have a man of color in the presidency and white people showing up with guns."" All that her audience was shown were a rifle and pistol strapped to a man's back. MSNBC concealed the fact that the armed man was black and did not show the interview he gave to the reporter. Brewer knowingly deceived her audience because an armed black man didn't fit the racial narrative.",Walter E. Williams,Conservatives
"Paul Laurence Dunbar High School was established in 1870 in Washington, D.C., as the nation's first black public high school. From 1870 to 1955, most of its graduates went off to college, earning degrees from Harvard, Princeton, Williams, Wesleyan and others. As early as 1899, Dunbar students scored higher on citywide tests than students at any of the district's [three] white [high] schools. Its attendance and tardiness records were generally better than those of white schools. During this era of high achievement, there was no school violence. It wasn't racially integrated. It didn't have a big budget. It didn't even have a lunchroom or all those other things that today's education establishment says are necessary for black academic excellence.",Walter E. Williams,Conservatives
"First, weaken the black family, but don't blame it on individual choices. You have to preach that today's weak black family is a legacy of slavery, Jim Crow and racism. The truth is that black female-headed households were just 18 percent of households in 1950, as opposed to about 68 percent today. In fact, from 1890 to 1940, the black marriage rate was slightly higher than that of whites... In New York City, in 1925, 85 percent of black households were two-parent households... Disgustingly, black politicians, civil rights leaders, liberals and the president are talking nonsense about ""having a conversation about race."" That's beyond useless. Tell me how a conversation with white people is going to stop black predators from preying on blacks. How is such a conversation going to eliminate the 75 percent illegitimacy rate? What will such a conversation do about the breakdown of the black family... Only black people can solve our problems.",Walter E. Williams,Conservatives
"What human motivation is responsible for getting the most wonderful things done?  I would say greed.  When I use the term greed, I do not mean cheating, stealing, fraud and other acts of dishonesty, I mean people seeking to get the most for themselves.  One might be tempted to use “enlightened self interest” but I like greed better.  Unfortunately, many people are naive enough to believe that it is compassion, concern, and ""feeling another's pain"" that's the superior human motivation.  As such we fall easy prey to charlatans, quacks and hustlers.",Walter E. Williams,Conservatives
"Since it's not considered polite, and surely not politically-correct to come out and actually say that greed gets wonderful things done, let me go through a few of the millions of examples of the benefits of people trying to get more for themselves.  There's probably widespread agreement that it's a wonderful thing that most of us own cars.  Is there anyone who believes that the reason we have cars is because Detroit assembly line workers care about us?  It's also wonderful that Texas cattle ranchers make the sacrifices of time and effort caring for steer so that New Yorkers can have beef on their supermarket shelves.  It is also wonderful that Idaho potato growers arise early to do back-breaking work in the hot sun to ensure that New Yorkers also have potatoes on their supermarket shelves.  Again, is there anyone who believes that ranchers and potato growers, who make these sacrifices, do so because they care about New Yorkers?  They might hate New Yorkers.  New Yorkers have beef and potatoes because Texas cattle ranchers and Idaho potato growers care about themselves and they want more for themselves.  How much steak and potatoes would New Yorkers have if it all depended on human love and kindness?  I would feel sorry for New Yorkers.  Thinking this way bothers some people because they are more concerned with the motives behind a set of actions rather than the results. This is what Adam Smith, the father of economics, meant in The Wealth of Nations when he said, ""It is not from the benevolence of the butcher, the brewer, or the baker, that we expect our dinner, but from their regard to their own interests.""",Walter E. Williams,Conservatives
"Market capitalism is the best thing that ever happened to the common man.  The rich have always had access to entertainment, often in the comfort of their palaces and mansions. The rich have never had to experience the drudgery of having to beat out carpets, iron their clothing or slave over a hot stove all day in order to have a decent dinner.  They could afford to hire people.  Capitalism's mass production and marketing have made radios and televisions, vacuum cleaners, wash-and-wear clothing and microwave ovens available and well within the means of the common man; thus, sparing him of the boredom and drudgery of the past.  Today, the common man has the power to enjoy much (and more) of what only the rich could afford yesteryear.",Walter E. Williams,Conservatives
"Most people agree that slavery is immoral.  But what makes it so?  Slavery denies a person the right to use his property (body) and the fruits of his labor the way he sees fit.  Slavery forcibly uses one person to serve the purposes of another.  Tragically, most Americans, including blacks, whose ancestors have suffered from gross property right violations, think it quite proper that one person be forcibly used to serve the purposes of another.",Walter E. Williams,Conservatives
"Despite the miracles of capitalism, it doesn't do well in popularity polls.  One of the reasons is that capitalism is always evaluated against the non-existent, non-realizable utopias of socialism or communism.  Any earthly system, when compared to a Utopia will pale in comparison.  But for the ordinary person, capitalism, with all of its warts, is superior to any system yet devised to deal with our everyday needs and desires.",Walter E. Williams,Conservatives
"A resource allocation method that requires that I serve my fellow man in order to have a claim on what he produces is far more moral than government resource allocation.  The government can offer, justifying it with one reason or another, ""Williams, you don't have to serve your fellow man in order to have a claim on what he produces.  Through the tax code, we'll take what he produces and give it to you.""  Of course, if I were to privately take what my fellow man produced, we'd call it theft.  The only difference is when the government does it, that theft is legal but nonetheless theft — the taking of one person's rightful property to give to another.",Walter E. Williams,Conservatives
"The Rev. Jesse Jackson once said, “There is nothing more painful for me at this stage in my life than to walk down the street and hear footsteps and start thinking about robbery—then look around and see somebody white and feel relieved.",Walter E. Williams,Conservatives
French economist/philosopher Frederic Bastiat (1801–50) gave a test for immoral government acts: “See if the law benefits one citizen at the expense of another by doing what the citizen himself cannot do without committing a crime.,Walter E. Williams,Conservatives
Philosopher Johann Wolfgang von Goethe explained that “no one is as hopelessly enslaved as the person who thinks he’s free.” That’s becoming an apt description for Americans who are oblivious to—or ignorant of—the liberties we’ve lost.,Walter E. Williams,Conservatives
"Believing that presidents have taxing and spending powers leaves Congress less politically accountable for our deepening economic quagmire. Of course, if you’re a congressman, not being held accountable is what you want.",Walter E. Williams,Conservatives
"The 2000 election of George W. Bush as president gave Republicans what the Democrats have now, total control of the legislative and executive branches of government. When Bush came to office, federal spending was $1.788 trillion. When he left office, federal spending was $2.982 trillion.",Walter E. Williams,Conservatives
Do-gooders fail to realize that most good is not done in the name of good but done in the name of self-interest.,Walter E. Williams,Conservatives
"Our founders, in the words of Thomas Paine, recognized that, “Government, even in its best state, is but a necessary evil; in its worst state, an intolerable one.",Walter E. Williams,Conservatives
What our nation needs is a separation of “business and state” as it has a separation of “church and state.” That would mean crony capitalism and crony socialism could not survive.,Walter E. Williams,Conservatives
"It’s government people, not rich people, who have the power to coerce and make our lives miserable. Coercive power goes a long way toward explaining political corruption.",Walter E. Williams,Conservatives
