Quotes,Author,Political Orientation
"Many of the dangerous things that drivers do are not likely to save them even 10 seconds. When you bet your life against 10 seconds, that is giving bigger odds than you are ever likely to get in Las Vegas.",Thomas Sowell,Conservatives
Most problems do not get solved. They get superseded by other concerns.,Thomas Sowell,Conservatives
"People who talk incessantly about ""change"" are often dogmatically set in their ways. They want to change other people.",Thomas Sowell,Conservatives
"Maturity is not a matter of age. You have matured when you are no longer concerned with showing how clever you are, and give your full attention to getting the job done right. Many never reach that stage, no matter how old they get.",Thomas Sowell,Conservatives
"One of the most ridiculous defenses of foreign aid is that it is a very small part of our national income. If the average American set fire to a five-dollar bill, it would be an even smaller percentage of his annual income. But everyone would consider him foolish for doing it.",Thomas Sowell,Conservatives
"Letters from teachers continue to confirm the incompetence which they deny. A teacher in Montana says that my criticisms of teachers are ""nieve."" No, that wasn't a typographical error. He spelled it that way twice.",Thomas Sowell,Conservatives
"If I could offer one piece of advice to young people thinking about their future, it would be this:  Don't preconceive. Find out what the opportunities are.",Thomas Sowell,Conservatives
Some of the people on death row today might not be there if the courts had not been so lenient on them when they were first offenders.,Thomas Sowell,Conservatives
"If you don't believe in the innate unreasonableness of human beings, just try raising children.",Thomas Sowell,Conservatives
Time was when people used to brag about how old they were -- and I am old enough to remember it.,Thomas Sowell,Conservatives
"It is hard to imagine a more stupid or more dangerous way of making decisions than by putting those decisions in the hands of people who pay no price for being wrong. Know-it-alls in the school system do not lose one dime or one hour's sleep if their bright ideas turn out to be all wrong, or even disastrous, for the child.",Thomas Sowell,Conservatives
"People who think that they are being ""exploited"" should ask themselves whether they would be missed if they left, or whether people would say: ""Good riddance""?",Thomas Sowell,Conservatives
"Intellectuals may like to think of themselves as people who ""speak truth to power"" but too often they are people who speak lies to gain power.",Thomas Sowell,Conservatives
I'm always embarrassed when people say that I'm courageous. Soldiers are courageous. Policemen are courageous. Firemen are courageous. I just have a thick hide and disregard what silly people say.,Thomas Sowell,Conservatives
"Before the Iraq war I was quite disturbed by some of the neoconservatives, who were saying things like, ""What is the point of being a superpower if you can't do such-and-such, take on these responsibilities?"" The point of being a superpower is that people will leave you alone.",Thomas Sowell,Conservatives
"It is amazing how many people think that they can answer an argument by attributing bad motives to those who disagree with them. Using this kind of reasoning, you can believe or not believe anything about anything, without having to bother to deal with facts or logic.",Thomas Sowell,Conservatives
"Nothing could be more jolting and discordant with the vision of today's intellectuals than the fact that it was businessmen, devout religious leaders and Western imperialists who together destroyed slavery around the world. And if it doesn't fit their vision, it is the same to them as if it never happened.",Thomas Sowell,Conservatives
"Virtually no idea is too ridiculous to be accepted, even by very intelligent and highly educated people, if it provides a way for them to feel special and important. Some confuse that feeling with idealism.",Thomas Sowell,Conservatives
"Some of the most vocal critics of the way things are being done are people who have done nothing themselves, and whose only contributions to society are their complaints and moral exhibitionism.",Thomas Sowell,Conservatives
"When I see the worsening degeneracy in our politicians, our media, our educators, and our intelligentsia, I can’t help wondering if the day may yet come when the only thing that can save this country is a military coup.",Thomas Sowell,Conservatives
Some of the biggest cases of mistaken identity are among intellectuals who have trouble remembering that they are not God.,Thomas Sowell,Conservatives
"Too often what are called ""educated"" people are simply people who have been sheltered from reality for years in ivy-covered buildings. Those whose whole careers have been spent in ivy-covered buildings, insulated by tenure, can remain adolescents on into their golden retirement years.",Thomas Sowell,Conservatives
"One of the painful signs of years of dumbed-down education is how many people are unable to make a coherent argument. They can vent their emotions, question other people's motives, make bold assertions, repeat slogans-- anything except reason.",Thomas Sowell,Conservatives
"Although I am ready to defend what I have said, many people expect me to defend what others have attributed to me.",Thomas Sowell,Conservatives
"""'Global warming' is just the latest in a long line of hysterical crusades to which we seem to be increasingly susceptible.""",Thomas Sowell,Conservatives
"In a world where young blacks, especially, are bombarded with claims that they are being unfairly targeted by police, and where a general attitude of belligerence is being promoted literally in word and song, it is hard not to wonder whether some people's responses to policemen do not have something to do with the policemen's responses to them. Neither the police nor people in any other occupation always do what is right but automatic belligerence is not the answer.",Thomas Sowell,Conservatives
"As far as party primaries are concerned, both Republican and Democratic Party primaries are dominated by the most zealous voters, whose views may not reflect the views of most members of their own respective parties, much less the views of those who are going to vote in the November general election.In recent times, each election year has seen each party's nominee selected - or at least subject to veto - by its most extreme wing and then forced to try to move back to the center before the general election.This can only undermine the public's confidence in the integrity of the candidates of both parties.",Thomas Sowell,Conservatives
"Right after liberal Democrats, the most dangerous politicians are country club Republicans.",Thomas Sowell,Conservatives
"Republicans won big, running as Republicans, in 2004. But once they took control of Congress, they started acting like Democrats and lost big. There is a lesson in that somewhere but whether Republicans will learn it is another story entirely.",Thomas Sowell,Conservatives
"When we hear about rent control or gun control, we may think about rent or guns but the word that really matters is 'control.' That is what the political left is all about, as you can see by the incessant creation of new restrictions in places where they are strongly entrenched in power, such as San Francisco or New York.",Thomas Sowell,Conservatives
"To find anything comparable to crowds' euphoric reactions to Obama, you would have to go back to old newsreels of German crowds in the 1930s, with their adulation of their fuehrer, Adolf Hitler. With hindsight, we can look back on those people with pity, knowing now how many of them would be led to their deaths by the man they idolized.",Thomas Sowell,Conservatives
"“Anyone who has actually had to take responsibility for consequences by running any kind of enterprise — whether economic or academic, or even just managing a sports team — is likely at some point to be chastened by either the setbacks brought on by his own mistakes or by seeing his successes followed by negative consequences that he never anticipated.”",Thomas Sowell,Conservatives
"Racism has never done this country any good, and it needs to be fought against, not put under new management for different groups.",Thomas Sowell,Conservatives
"In the summer of 1959, as in the summer of 1957, I worked as a clerk-typist in the headquarters of the U.S. Public Health Service in Washington. The people I worked for were very nice and I grew to like them. One day, a man had a heart attack at around 5 PM, on the sidewalk outside the Public Health Service. He was taken inside to the nurse's room, where he was asked if he was a government employee. If he were, he would have been eligible to be taken to a medical facility there. Unfortunately, he was not, so a phone call was made to a local hospital to send an ambulance. By the time this ambulance made its way through miles of Washington rush-hour traffic, the man was dead. He died waiting for a doctor, in a building full of doctors. Nothing so dramatized for me the nature of a bureaucracy and its emphasis on procedures, rather than results.",Thomas Sowell,Conservatives
"It may be expecting too much to expect most intellectuals to have common sense, when their whole life is based on their being uncommon -- that is, saying things that are different from what everyone else is saying. There is only so much genuine originality in anyone. After that, being uncommon means indulging in pointless eccentricities or clever attempts to mock or shock.",Thomas Sowell,Conservatives
"It is amazing that people who think we cannot afford to pay for doctors, hospitals, and medication somehow think that we can afford to pay for doctors, hospitals, medication and a government bureaucracy to administer ""universal health care.""",Thomas Sowell,Conservatives
"The fact that so many successful politicians are such shameless liars is not only a reflection on them, it is also a reflection on us. When the people want the impossible, only liars can satisfy.",Thomas Sowell,Conservatives
"""Both history and contemporary data show that countries prosper more when there are stable and dependable rules, under which people can make investments without having to fear unpredictable new government interventions before these investments can pay off.""",Thomas Sowell,Conservatives
"What socialism, fascism and other ideologies of the left have in common is an assumption that some very wise people—like themselves—need to take decisions out of the hands of lesser people, like the rest of us, and impose those decisions by government fiat.",Thomas Sowell,Conservatives
"If the battle for civilization comes down to the wimps versus the barbarians, the barbarians are going to win.",Thomas Sowell,Conservatives
"In a country with more than 300 million people, it is remarkable how obsessed the media have become with just one—Donald Trump. What is even more remarkable is that, after seven years of repeated disasters, both domestically and internationally, under a glib egomaniac in the White House, so many potential voters are turning to another glib egomaniac to be his successor.",Thomas Sowell,Conservatives
"What was special about America was not that it had slavery, which existed all over the world, but that Americans were among the very few peoples who began to question the morality of holding human beings in bondage. That was not yet a majority view among Americans in the 18th century, but it was not even a serious minority view.",Thomas Sowell,Conservatives
"If there is one thing that is bipartisan in Washington, it is brazen hypocrisy.",Thomas Sowell,Conservatives
"Socialism sounds great. It has always sounded great. And it will probably always continue to sound great. It is only when you go beyond rhetoric, and start looking at hard facts, that socialism turns out to be a big disappointment, if not a disaster.",Thomas Sowell,Conservatives
"Some intellectuals’ downplaying of objective reality and enduring criteria extends beyond social, scientific, or economic phenomena into art, music, and philosophy. The one over-riding consistency across all these disparate venues is the self-exaltation of the intellectuals. Unlike great cultural achievements of the past, such as magnificent cathedrals, which were intended to inspire kings and peasants alike, the hallmark of self-consciously “modern” art and music is its inaccessibility to the masses and often even its deliberate offensiveness to, or mockery of, the masses.Just as a physical body can continue to live, despite containing a certain amount of microorganisms whose prevalence would destroy it, so a society can survive a certain amount of forces of disintegration within it. But that is very different from saying that there is no limit to the amount, audacity and ferocity of those disintegrative forces which a society can survive, without at least the will to resist.",Thomas Sowell,Conservatives
"Neither in nature nor among human beings are either equal or randomly distributed outcomes automatic. On the contrary, grossly unequal distributions of outcomes are common, both in nature and among people, in circumstances where neither genes nor discrimination are involved... The idea that it would be a level playing field, if it were not for either genes or discrimination, is a preconception in defiance of both logic and facts.",Thomas Sowell,Conservatives
