Quotes,Author,Political Orientation
"Listening to the neoconservatives, Bush invaded Iraq, united the Arab world against us, isolated us from Europe, and fulfilled to the letter bin Laden's prophecy as to what we were about.",Pat Buchanan,Right
"If Iraq collapses in chaos and civil war, there will be a ferocious fight in this country over who misled us and who may have lied us, into war. Into the dock will go the neoconservatives whose class project this was.",Pat Buchanan,Right
"Terrorism is the price of empire. If we do not wish to pay it, we must give up the empire.",Pat Buchanan,Right
We are not hated for who we are. We are hated for what we do. It is not our principles that have spawned pandemic hatred of America in the Islamic world. It is our policies.,Pat Buchanan,Right
"If war is the continuation of politics by other means, terrorism is the continuation of war by other means.",Pat Buchanan,Right
"America's enemy in the Islamic world is not a state we can crush with sanctions or an enemy we can defeat with force of arms. The enemy is a cause, a movement, an idea.",Pat Buchanan,Right
"U.S. dominance of the Middle East is not the corrective to terror. It is a cause of terror. Were we not over there, the 9/11 terrorists would not have been over here.",Pat Buchanan,Right
The Sharon Plan is not a peace plan. It is a unilateral solution to be imposed by Israel.... A Palestinian leader who signs on to this surrender of land and rights would be signing his death warrant.,Pat Buchanan,Right
"As China is the one nation with the size, population, ideology and power to contest the United States for hegemony in Asia, is war inevitable? Answer: No more inevitable than was war between Germany and Great Britain in 1914.",Pat Buchanan,Right
"It is false to say President Bush presided over a ""jobless recovery."" His trade deficits have created many millions of jobs in China.",Pat Buchanan,Right
Free trade is the serial killer of American manufacturing and the Trojan Horse of World Government. It is the primrose path to the loss of economic independence and national sovereignty. Free trade is a bright shining lie.,Pat Buchanan,Right
Globalization is the economic treason that dare not speak it name.,Pat Buchanan,Right
"On Bush ""Free Trade"" policies, the Republican Party has signed off on economic treason.",Pat Buchanan,Right
Bush has compiled a fiscal record of startling recklessness.,Pat Buchanan,Right
"There is no conservative party in Washington. There is a Democratic Party of tax-and-spend and a Republican Party of guns and butter and tax cuts, too. Washington is all accelerator, the brakes are gone.",Pat Buchanan,Right
"Like Thelma and Louise, Medicare and Social Security are headed for the cliff. And we are in the back seat.",Pat Buchanan,Right
The dirty little secret is that Congress no longer wants the accountability that goes with the wielding of power.,Pat Buchanan,Right
How did it happen that a republic born of a rebellion against a king and parliament we did not elect has fallen under a tyranny of judges we did not elect?,Pat Buchanan,Right
The Left has found the Ho Chi Minh Trail around democracy...to impose its views and values upon our society without having to win elections or persuade elected legislators.,Pat Buchanan,Right
"In July 1944, at the Mount Washington Hotel in the resort town of Bretton Woods in the White Mountains of New Hampshire, John Maynard Keynes and Harry Dexter White created the New World Order.",Pat Buchanan,Right
"Ten years after NAFTA, Mexico's leading export to America is still — Mexicans. America is becoming Mexamerica.",Pat Buchanan,Right
"If the success of the Bush presidency hinges on the outcome of the war in Iraq, that war is even more critical to the cabal that exploited 9/11 to maneuver us into it... All the neocon eggs are in the Baghdad basket.",Pat Buchanan,Right
"If America is about anything, she is about freedom. We have seen in the burgeoning Department of Homeland Security and at our airports and in the color-coded alerts the beginning of the erosion of that freedom.",Pat Buchanan,Right
"What can be said for a man who would allow his home to be invaded by strangers who demanded they be fed, clothed, housed and granted the rights of the first-born? What can be said for a ruling elite that permits this to be done to the nation, and who celebrate it as a milestone of moral progress?",Pat Buchanan,Right
Chicano chauvinists and Mexican agents have made clear their intent to take back through demography and culture what their ancestors lost through war.,Pat Buchanan,Right
"Will the American Southwest become a giant Kosovo, a part of the nation separated from the rest by language, ethnicity, history and culture, to be reabsorbed in all but name by Mexico from whom we took these lands in the time of Jackson and Polk?",Pat Buchanan,Right
"With perhaps 4 million illegal aliens having broken in in Bush's five-and-a-half years in office, and our border states being daily breached by thousands more, can anyone say President Bush has protected the states of this Union against that invasion? In an earlier America, this dereliction of constitutional duty would have called forth articles of impeachment.",Pat Buchanan,Right
"High among the costs of immigration is the appearance among us of diseases that never before afflicted us and the sudden reappearance of contagious diseases that researchers and doctors had eradicated long ago. Malaria, polio, hepatitis, tuberculosis and such rarities of the Third World as dengue fever, Chagas' Disease and leprosy are surfacing here...",Pat Buchanan,Right
"By 2050 there will be almost 2.5 times as many people here as in 1960: 420 million. The share of the population of European descent will be a minority as it is today in California, Texas and New Mexico. And that minority will be aging, shrinking and dying. There will be as many Hispanics here, 102 million, as there are Mexicans today in Mexico...",Pat Buchanan,Right
"By nation of origin of our people, by 2050, America will be a Third World country. Our great cities will all look like Los Angeles today. Los Angeles and the cities of the Southwest will look like Juarez and Tijuana...",Pat Buchanan,Right
"As Rome passed away, so, the West is passing away, from the same causes and in much the same way. What the Danube and Rhine were to Rome, the Rio Grande and Mediterranean are to America and Europe, the frontiers of a civilization no longer defended.",Pat Buchanan,Right
"Mass immigration is swamping the GOP base. Tens of millions of immigrants who vote Democratic, once they are naturalized and registered, have come and are coming to America. History may yet record that the Immigration Act of 1965 act converted 'The Emerging Republican Majority' of Kevin Phillips' classic work into the Lost Colony of the 21st century.",Pat Buchanan,Right
"In 1960, the U.S. population was 89% white. By 1990, it was 76%. Today, it is under 70%. By 2050, white Americans, the most loyal voting bloc the Republican Party has, that provides 90% of all GOP votes, will be just another minority because of an immigration policy championed by Republicans. When John Stuart Mill called the Tories ""the Stupid Party,"" he was not entirely wrong.",Pat Buchanan,Right
"With the Constitution, the law, and the politics on the side of doing his duty and securing our broken border, why does President Bush not act? What is paralyzing the White House? Answer: Political correctness, political cowardice, political opportunism, a sense of guilt for America's sins, and twin ideologies that have a grip on our elites not unlike a religious cult. The proud old boast, ""Here, sir, the people rule!"" no longer applies. We no longer live in a truly democratic republic.",Pat Buchanan,Right
"The Bush plan is economic treason against the American worker. That ""civil rights leaders"" are silent about the dispossession of the black working class, that unions are not marching to denounce this sellout of blue-collar and white-collar America, only tells us that the amorality of the transnational corporation has infected both. Solidarity be damned, it is all about money now.",Pat Buchanan,Right
"The MEChA slogan is ""Por la Raza todo. Fuera de La Raza nada,"" which translates, ""For the race, everything. Outside of the race, nothing."" The MEChA slogan seems a conscious echo of the Fascist slogan of Mussolini: ""Everything for the state, nothing outside the state, nothing above the state.""",Pat Buchanan,Right
"What makes the Pastor-CFR [Council on Foreign Relations] plan remarkable is that those who would abolish America are out of the closet. The penultimate step to world government, a North American Union built on the model of the European Union, to one day merge with it in a World Union of Nations and Peoples, is before us on the table.",Pat Buchanan,Right
"The temptation is to think that Vicente Fox, who heads a country 46% of whose people would like to live in the United States, is but another failed Third World visionary prattling on for the benefit of globalists who have been beavering away on their impossible dream for generations...",Pat Buchanan,Right
...The reality is otherwise. [Vicente] Fox & friends are far closer than all but a few realize to making inevitable a North American Union where American sovereignty is dissipated and the republic is no more.,Pat Buchanan,Right
"This strategy aims directly at a reannexation of the Southwest, not militarily, but ethnically, linguistically and culturally through transfer of millions of Mexicans into the United States and a migration of ""Anglos"" out of the lands Mexico lost in 1848. In California, the project is well advanced.",Pat Buchanan,Right
"Stated bluntly, the Aztlan Strategy entails the end of the United States as a sovereign, self-sufficient, independent republic, the passing away of the American nation. They are coming to conquer us.",Pat Buchanan,Right
"Democracy is not enough. If the culture dies, the country dies.",Pat Buchanan,Right
"Who would lay down his life for the UN, EU or a ""North American Union?""… Every true nation is the creation of a unique people, separate from all others. Indeed, if America is an ideological nation grounded no deeper than in the sandy soil of abstract ideas, she will not survive the storms of this century any more than the Soviet Union survived the storms of the last...",Pat Buchanan,Right
"A true nation is held together not by any political creed but by patriotism.... For two centuries, men have died for America.",Pat Buchanan,Right
The seething racial resentment in the Third World against the West — decades after independence and trillions in foreign aid — should cause second thoughts about opening our borders to mass immigration from that world. Not everyone coming here brings in his heart the passionate attachment to America we attribute to the peoples of Ellis Island.,Pat Buchanan,Right
"Young Asian males are nine times as likely as white youth to belong to a gang and Hispanic youth are 19 times more likely. A disproportionate share of Hispanic young and poor are thus assimilating into a misogynistic, rebellious, youth sub-culture of drugs, gangs, crime, contempt for formal education, and hostility to police.",Pat Buchanan,Right
"Like the Paris riots, the struggle over French history raises grave questions for Europe. How does the presence of 20 million Muslims who come from nations where men believe their grandfathers were exploited and persecuted by Europeans advance the unity and security of Europe? How is Europe made stronger by such ""diversity""?",Pat Buchanan,Right
"Islamization of Europe is an unavoidable consequence, indeed, an inevitability, once Europe ceased to reproduce itself. The descendants of the men who went out from Europe to conquer and Christianize the world have decided to leave the world. The culture of death triumphs, as the poor but fecund Muslims, expelled centuries ago, return to inherit the estate.",Pat Buchanan,Right
"In his litany of famous immigrants who have contributed mightily to America, JFK does not mention a single woman, African or Asian. All are males and all were from Europe, except one West Indian: Alexander Hamilton. And JFK assures the nation, ""Immigrants would still be given tests for health, intelligence, morality and security...""",Pat Buchanan,Right
"Our illegal population alone exceeds the all the Irish, Jewish and British immigrants who came. Each year, we catch more people breaking in at the border than all the Swedes and Norwegians who came to America in 200 years. Half a million illegal aliens succeed in breaking in every year, more than all the Greeks or Poles who came legally from the Revolution to 1960.",Pat Buchanan,Right
"The crisis of the West is a collapsing culture and vanishing peoples, as a Third World that grows by 100 million people, the equivalent of a new Mexico, every 18 months, mounts the greatest invasion in history of the world. If we do not shake off our paralysis, the West comes to an end.",Pat Buchanan,Right
"Concerned about his legacy, George W. Bush may yet live to see his name entered into the history of his country as the president who lost the American Southwest that James K. Polk won for the United States.",Pat Buchanan,Right
"If we do not solve our civilizational crisis -- a disintegrating culture, dying populations, and invasions unresisted -- the children born in 2006 will witness in their lifetimes the death of the West. In our hearts we know what must be done. We must stop the invasion. But do our leaders have the vision and will to do it?",Pat Buchanan,Right
"The last consequence of a dying Christianity is a dying people. Not one post-Christian nation has a birth rate sufficient to keep it alive….The death of European Christianity means the disappearance of the European tribe, a prospect visible in the demographic statistics of every Western nation.",Pat Buchanan,Right
"White America is an endangered species. By 2020, whites over 65 will out-number those 17 and under. Deaths will exceed births. The white population will begin to shrink and, should present birth rates persist, slowly disappear.",Pat Buchanan,Right
"Peoples of European descent are not only in a relative but a real decline. They are aging, dying, disappearing. This is the existential crisis of the West.",Pat Buchanan,Right
Historians will look back in stupor at 20th and 21st century Americans who believed the magnificent republic they inherited would be enriched by bringing in scores of millions from the failed states of the Third World.,Pat Buchanan,Right
"We may deny the existence of ethnonationalism, detest it, condemn it. But this creator and destroyer of empires and nations is a force infinitely more powerful than globalism, for it engages the heart. Men will die for it. Religion, race, culture and tribe are the four horsemen of the coming apocalypse.",Pat Buchanan,Right
We borrow from Europe to defend Europe. We borrow from the Gulf states to defend the Gulf states. We borrow from Japan to defend Japan. Is it not a symptom of senility to be borrowing from the world so we can defend the world?,Pat Buchanan,Right
"Are vital U.S. interests more imperiled by what happens in Iraq where were have 50,000 troops, or Afghanistan where we have 100,000, or South Korea where we have 28,000 — or by what is happening on our border with Mexico? … What does it profit America if we save Anbar and lose Arizona?",Pat Buchanan,Right
"We are trying to create a nation that has never before existed, of all the races, tribes, cultures and creeds of Earth, where all are equal. In this utopian drive for the perfect society of our dreams we are killing the real country we inherited — the best and greatest country on earth.",Pat Buchanan,Right
"Where equality is enthroned, freedom is extinguished. The rise of the egalitarian society means the death of the free society.",Pat Buchanan,Right
"Through its support of mass immigration, its paralysis in power to prevent 12-20 million illegal aliens from entering and staying, its failure to address the “anchor-baby” issue, the Republican Party has birthed a new electorate that will send it the way of the Whigs.",Pat Buchanan,Right
"Mexico is moving north. Ethnically, linguistically and culturally, the verdict of 1848 is being over-turned. Will this Mexican nation within a nation advance the goals of the Constitution — to “insure domestic tranquility” and ‘make us a more perfect union’? Or have we imperiled our union?",Pat Buchanan,Right
"We have accepted today the existence in perpetuity of a permanent underclass of scores of millions who cannot cope and must be carried by society — fed, clothed, housed, tutored, medicated at taxpayer’s expense their entire lives. We have a dependent nation the size of Spain in our independent America. We have a new division in our country, those who pay a double or triple fare, and those who ride forever free.",Pat Buchanan,Right
