Author,Quotes,Political Orientation
Thomas Sowell,What is called an educated person is often someone who has had a dangerously superficial exposure to a wide spectrum of subjects.,Conservative
Thomas Sowell,"The only way anyone can have a right to something that has to be produced is to force someone else to produce it for him. The more things are provided as rights, the less the recipients have to work and the more others have to carry their load.",Conservative
Thomas Sowell,It takes considerable knowledge just to realize the extent of our own ignorance.,Conservative
Thomas Sowell,Alaska is much larger than France and Germany,Conservative
Thomas Sowell,Systemic processes tend to reward people for making decisions that turn out to be right,Conservative
Thomas Sowell,"Nothing could be more jolting and discordant with the vision of today's intellectuals than the fact that it was businessmen, devout religious leaders and Western imperialists who together destroyed slavery around the world. And if it doesn't fit their vision, it is the same to them as if it never happened.",Conservative
Thomas Sowell,[beware that] many of what are called social problems are differences between the theories of intellectuals and the realities of the world,Conservative
Thomas Sowell,The essence of bigotry is denying others the same rights you claim for yourself. Green bigots are a classic example.,Conservative
Thomas Sowell,"A very distinct pattern has emerged repeatedly when policies favored by the anointed turn out to fail. This pattern typically has four stages: STAGE 1. THE CRISIS: Some situation exists, whose negative aspects the anointed propose to eliminate. Such a situation is routinely characterized as a crisis, even though all human situations have negative aspects, and even though evidence is seldom asked or given to show how the situation at hand is either uniquely bad or threatening to get worse. Sometimes the situation described as a crisis has in fact already been getting better for years. STAGE 2. THE SOLUTION: Policies to end the crisis are advocated by the anointed, who say that these policies will lead to beneficial result A. Critics say that these policies will lead to detrimental result Z. The anointed dismiss these latter claims as absurd and simplistic, if not dishonest. STAGE 3. THE RESULTS: The policies are instituted and lead to detrimental result Z. STAGE 4. THE RESPONSE: Those who attribute detrimental result Z to the policies instituted are dismissed as simplistic for ignoring the complexities involved, as many factors went into determining the outcome. The burden of proof is put on the critics to demonstrate to a certainty that these policies alone were the only possible cause of the worsening that occurred. No burden of proof whatever is put on those who had so confidently predicted improvement. Indeed, it is often asserted that things would have been even worse, were it not for the wonderful programs that mitigated the inevitable damage from other factors. Examples of this pattern are all too abundant. Three will be considered here. The first and most general involves the set of social welfare policies called the war on poverty during the administration of President Lyndon B. Johnson, but continuing under other labels since then. Next is the policy of introducing sex education into the public schools, as a means of reducing teenage pregnancy and venereal diseases. The third example will be policies designed to reduce crime by adopting a less punitive approach, being more concerned with preventive social policies beforehand and rehabilitation afterwards, as well as showing more concern with the legal rights of defendants in criminal cases.",Conservative
Thomas Sowell,While greed is one of the most popular,Conservative
Thomas Sowell,"The history of which peoples, nations, or civilizations have conquered or enslaved which other peoples, nations, or civilizations has been largely a history of who has been in a position to do so.",Conservative
Thomas Sowell,No one chooses which culture to be born into or can be blamed for how that culture evolved in past centuries.,Conservative
Thomas Sowell,"Have you gone crazy, Lefty? No. On the contrary, I have become educated. Sometimes that’s worse, these days.",Conservative
Thomas Sowell,"The really painful surprise is that so many people based their hopes on his words, rather than on the record of his deeds. What that means is that, even if we somehow manage to survive this man’s reckless economic policies at home and his potentially fatal foreign policy actions and inactions, the gullibility and fecklessness of those voters who put him in the White House will still be there to be exploited by the next master of glib demagoguery and emotional images, who can lead us into another vortex of dangers, from which there is no guarantee that we will emerge as a free people or even as a viable society.",Conservative
Thomas Sowell,"Electric cars may be fun at amusement parks, where they don’t have to go very far or very fast. But if the consuming public wanted electric cars for regular use, Detroit would be manufacturing them by the millions. Only people infatuated with their own wonderful specialness would think that their job is to coerce both the manufacturers and the consuming public into something that neither of them wants.",Conservative
Thomas Sowell,"Nowhere in the world do you find this evenness that people use as a norm. And I find it fascinating that they will hold up as a norm something that has never been seen on this planet, and regard as an anomaly something that is seen in country after country.",Conservative
Thomas Sowell,"Price controls almost invariably produce black markets, where prices are not only higher than the legally permitted prices, but also higher than they would be in a free market, since the legal risks must also be compensated. While small-scale black markets may function in secrecy, large-scale black markets usually require bribes to officials to look the other way.",Conservative
Thomas Sowell,". . ideology. . . is an instrument of power; a defense mechanism against information; a pretext for eluding moral constraints in doing or approving evil with a clean conscience; and finally, a way of banning the criterion of experience, that is, of completely eliminating or indefinitely postponing the pragmatic criteria of success and failure.",Conservative
Thomas Sowell,"Failure is part of the natural cycle of business. Companies are born, companies die, capitalism moves forward. Fortunemagazine{115}",Conservative
Thomas Sowell,The term liberal originally referred politically to those who wanted to liberate people,Conservative
Thomas Sowell,"As a young Marxist in college during the 1950s heyday of the anti-Communist crusade led by Senator Joseph McCarthy, I had more freedom to express my views in class, without fear of retaliation, than conservative students have on many campuses today.",Conservative
Thomas Sowell,"Many have blamed the gasoline shortages and long lines at filling stations in 1973 on the Arab Oil embargo of that year. However, the shortages and long lines began months before the Arab oil embargo, right after price controls were imposed.",Conservative
Thomas Sowell,"Misconceptions of business are almost inevitable in a society where most people have neither studied nor run businesses. In a society where most people are employees and consumers, it is easy to think of businesses as them – as impersonal organizations, whose internal operations are largely unknown and whose sums of money may sometimes be so huge as to be unfathomable.",Conservative
Thomas Sowell,"What is called planning in political rhetoric is the government’s suppression of other people’s plans by superimposing on them a collective plan, created by third parties, armed with the power of government and exempted from paying the costs that these collective plans impose on others.",Conservative
Thomas Sowell,…the very commonness of common sense makes it unlikely to have any appeal to the anointed. How can they be wiser and nobler than everyone else while agreeing with everyone else?,Conservative
Thomas Sowell,"Despite widespread misconceptions in the United States today that the institution of slavery was based on race, for most of the thousands of years in which slavery existed around the world, it was based on whoever was vulnerable to enslavement and within striking distance. Thus Europeans enslaved other Europeans, just as Asians enslaved other Asians and Africans enslaved other Africans, while Polynesians enslaved other Polynesians and the indigenous peoples of the Western Hemisphere enslaved other indigenous peoples of the Western Hemisphere. The very word slave derived from the word for Slavs, who were enslaved by fellow Europeans for centuries before Africans began to be brought in chains to the Western Hemisphere. Africans were not singled out by a race for ownership by Europeans, they were resorted to after the rise of nation-states with armies and navies in other parts of the world which reduced the number of places that could be raided for slaves without great costs and risks. Slave-raiding continued in Africa, primarily by Africans enslaving other Africans and then, in West Africa, selling some of their slaves to whites to take to the Western Hemisphere. Meanwhile, the growing range of ships and the growing wealth of nations eventually made economically feasible the transportation of vast numbers of slaves from one continent to another, creating racial differences between the enslaved and their owners as a dominant pattern in the Western Hemisphere. Such a pattern was by no means limited to Europeans owning non-Europeans, however. There were many examples of the reverse, quite aside from vast regions of the earth where neither the slaves nor their owners were either black or white.",Conservative
Thomas Sowell,Suppose you are wrong? How would you know? How would you test for that possibility?,Conservative
Thomas Sowell,People who want special taxes or subsidies for particular things seem not to understand that what they are really asking for is for the prices to misstate the relative scarcities of things and the relative values that the users of these things put on them. One,Conservative
Thomas Sowell,It is usually futile to try to talk facts and analysis to people who are enjoying a sense of moral superiority in their ignorance.,Conservative
Thomas Sowell,"The media are less a window on reality, than a stage on which officials and journalists perform self-scripted, self-serving fictions.",Conservative
Thomas Sowell,"Should a professor of accounting or chemistry be fired for using up class time to sound off about homelessness or the war in Iraq? Yes! There is no high moral principle that prevents it. What prevents it are tenure rules that have saddled so many colleges with so many self-indulgent prima donnas who seem to think that they are philosopher kings, when in fact they are often grossly ignorant or misinformed outside the narrow confines of their particular specialty.",Conservative
Thomas Sowell,"One of the many signs of verbal virtuosity among intellectuals is the repackaging of words to mean things that are not only different from, but sometimes the direct opposite of, their original meanings. 'Freedom' and 'power' are among the most common of these repackaged words. The basic concept of freedom as not being subjected to other people's restrictions, and of power as the ability to restrict other people's options have both been stood on their heads in some of the repackaging of these words by intellectuals discussing economic issues. Thus business enterprises who expand the public's options, either quantitatively (through lower prices) or qualitatively (through better products) are often spoken of as 'controlling' the market, whenever this results in a high percentage of consumers choosing to purchase their particular products rather than the competing products of other enterprises.In other words, when consumers decide that particular brands of products are either cheaper or better than competing brands of those products, third parties take it upon themselves to depict those who produced these particular brands as having exercised 'power' or 'control.' If, at a given time, three-quarters of the consumers prefer to buy the Acme brand of widgets to any other brand, then Acme Inc. will be said to 'control' three-quarters of the market, even though consumers control 100 percent of the market, since they can switch to another brand of widgets tomorrow if someone else comes up with a better widget, or stop buying widgets altogether if a new product comes along that makes widgets obsolete. ....by saying that businesses have 'power' because they have 'control' of their markets, this verbal virtuosity opens the way to saying that government needs to exercise its 'countervailing power' (John Kenneth Galbraith's phrase) in order to protect the public. Despite the verbal parallels, government power is in fact power, since individuals do not have a free choice as to whether or not to obey government laws and regulations, while consumers are free to ignore the products marketed by even the biggest and supposedly most 'powerful' corporations in the world.",Conservative
Thomas Sowell,Minimum wage laws appear to give low-income workers something for nothing,Conservative
Thomas Sowell,"President Obama keeps telling us that he is creating jobs. But more and more Americans have no jobs. The unemployment rate has declined slightly, but only because many people have stopped looking for jobs. You are only counted as unemployed if you are still looking for a job.",Conservative
Thomas Sowell,Free-loading at emergency rooms,Conservative
Thomas Sowell,"It would be very heard, for example, a basketball owner, no matter how racist he was, to try to operate without Blacks. It would be suicidal.",Conservative
Thomas Sowell,"In short, numbers are accepted as evidence when they agree with preconceptions, but not when they don’t.",Conservative
Thomas Sowell,"isolation is a recurring factor in poverty and backwardness around the world, whether that is physical isolation or cultural isolation, for any number of particular reasons",Conservative
Thomas Sowell,teachers who pander to minority students by turning their courses into rap sessions and ethnic navel-gazing exercises capture their interest and allegiance.,Conservative
Thomas Sowell,"Nothing is easier than to get peaceful people to renounce violence, even when they provide no concrete ways to prevent violence from others.",Conservative
Thomas Sowell,"Gun control zealots compare the United States and England to show that murder rates are lower where restrictions on ownership of firearms are more severe. But you could just as easily compare Switzerland and Germany, the Swiss having lower murder rates than the Germans, even though gun ownership is three times higher in Switzerland. Other countries with high rates of gun ownership and low murder rates include Israel, New Zealand, and Finland.",Conservative
Thomas Sowell,"Today, there are more people of Irish ancestry in the United States than in Ireland, more Jews than in Israel, more blacks than in most African countries. There are more people of Polish ancestry in Detroit than in most of the leading cities in Poland, and more than twice as many people of Italian ancestry in New York as in Venice.",Conservative
Thomas Sowell,People who have time on their hands will inevitably waste the time of people who have work to do.,Conservative
Thomas Sowell,No-one is equal to anything. Even the same man is not equal to himself on different days.,Conservative
Thomas Sowell,Many on the political left are so entranced by the beauty of their vision that they cannot see the ugly reality they are creating in the real world.,Conservative
Thomas Sowell,"Just as ancient tyrants gave the people bread and circuses, in exchanged for their loyalty, so visions can acquire a tyrannical sway over people’s minds by offering them an exalted sense of themselves in exchange for their loyalty to the vision through all the vicissitudes of facts to the contrary. This self-exaltation can take on many forms on many issues.Whether the particular issue is crime, automobile safety, income statistics, military defense, or overpopulation theories, the one consistency among them is that the conclusions reached exalt those who share the vision over the great unwashed who do not.",Conservative
Thomas Sowell,Looking at old photographs makes it hard for me to believe that I was ever that thin physically. And remembering some of the things I did in those days makes it hard to believe that I was ever that thin mentally.,Conservative
Thomas Sowell,"There have always been ignorant people, but they haven't always had college degrees to make them unaware of their ignorance. Some people imagine that they are well informed because they have memorized a whole galaxy of trendy dogmas and fashionable attitudes.",Conservative
Thomas Sowell,"To be sensitive, as ideologically defined, requires that one not merely accept but affirm other people’s way of life or even celebrate diversity in general. Like other demands for sensitivity, this demand offers no reason",Conservative
Thomas Sowell,"The results show how unreliable peer consensus can be, even when it is a peer consensus of highly intellectual people, if those people share a very similar vision of the world and treat its conclusions as axioms, rather than as hypotheses that need to be checked against facts.",Conservative
Thomas Sowell,"1:THE CRISIS: Although Chief Judge Bazelon said in 1960 that we desperately need all the help we can get from modern behavioral scientists69 in dealing with the criminal law, the cold facts suggest no such desperation or crisis. Since the most reliable long-term crime data are on murder, what was the murder rate at that point? The number of murders committed in the United States in 1960 was less than in 1950, 1940, or 1930",Conservative
Thomas Sowell,"While the Obama administration in Washington is not the root cause of the ominous dangers that face this country, at home and abroad, it is the embodiment, the personification and the culmination of dangerous trends that began decades ago. Moreover, it has escalated those dangers to what may be a point of no return. The specifics of the missteps and the misdeeds of this administration are among the things chronicled, here and there, in the essays that follow, which were first published as my syndicated newspaper columns.",Conservative
Thomas Sowell,"The monumental tragedies of the 20th century -- a world-wide Great Depression, two devastating World Wars, the Holocaust, famines killing millions in the Soviet Union and tens of millions in China -- should leave us with a sobering sense of the threats to any society. But this generation's ignorance of history leaves them free to be frivolous -- until the next catastrophe strikes, and catches them completely by surprise.",Conservative
Thomas Sowell,"In an age of artificial intelligence, too many of our schools and colleges are producing artificial stupidity.",Conservative
Thomas Sowell,"The fundamental confusion that makes income bracket data and individual income data seem mutually contradictory is the implicit assumption that people in particular income brackets at a given time are an enduring class at that level. If that were true, then trends over time in comparisons between income brackets would be the same as trends over time between individuals. Because that is not the case, the two sets of statistics lead not only to different conclusions but even opposite conclusions.",Conservative
Thomas Sowell,"Guns are completely inappropriate for the kind of sheep-like people the anointed envision or the orderly, prepackaged world in which they are to live. When you are in mortal danger, you are supposed to dial 911, so that the police can arrive on the scene some time later, identify your body, and file reports in triplicate.",Conservative
Thomas Sowell,Only in the light of this agenda does it make sense that so-called sex education should be advocated to take place throughout the school years,Conservative
Thomas Sowell,"If you are serious about education, then you need to start a lot earlier than fifteen years old to give each child a decent shot at life in the real world, as distinguished from make-believe equality while in school. Ability grouping or tracking",Conservative
Thomas Sowell,"There are many who find a good alibi far more attractive than an achievement. For an achievement does not settle anything permanently. We still have to prove our worth anew each day: we have to prove that we are as good today as we were yesterday. But when we have a valid alibi for not achieving anything we are fixed, so to speak, for life.288",Conservative
Thomas Sowell,"Although Adam Smith is today often regarded as a conservative figure, he in fact attacked some of the dominant ideas and interests of his own times. Moreover, the idea of a spontaneously self-equilibrating system",Conservative
Thomas Sowell,"Perhaps the most important thing about risk is its inescapability. Particular individuals, groups, or institutions may be sheltered from risk - but only at the cost of having someone else bear that risk. For a society as a whole, there is no someone else.",Conservative
Thomas Sowell,prices are not costs. Prices are what pay for costs.,Conservative
Thomas Sowell,"Differences in habits and attitudes are differences in human capital, just as much as differences in knowledge and skills",Conservative
Thomas Sowell,External explanations of black-white differences,Conservative
Thomas Sowell,"Lamenting the vagaries of fate may leave us with a galling sense of helpless frustration, which many escape by transforming the tragedy of the human condition into the specific sins of specific societies. This turns an insoluble problem of cosmic justice into an apparently manageable issue of social justice. Since the sins of human beings are virtually inexhaustible, there is seldom a lack of examples of wrongdoing to which intergroup differences can be attributed, rightly or wrongly. Where the quest for injustice is over-riding, among the things it over-rides are logic and evidence.",Conservative
Thomas Sowell,"If we wanted to be serious about evidence, we might compare where blacks stood a hundred years after the end of slavery with where they stood after 30 years of the liberal welfare state. In other words, we could compare hard evidence on the legacy of slavery with hard evidence on the legacy of liberals.Despite the grand myth that black economic progress began or accelerated with the passage of the civil rights laws and war on poverty programs of the 1960s, the cold fact is that the poverty rate among blacks fell from 87 percent in 1940 to 47 percent by 1960. This was before any of those programs began.Over the next 20 years, the poverty rate among blacks fell another 18 percentage points, compared to the 40-point drop in the previous 20 years. This was the continuation of a previous economic trend, at a slower rate of progress, not the economic grand deliverance proclaimed by liberals and self-serving black leaders.Nearly a hundred years of the supposed legacy of slavery found most black children [78%] being raised in two-parent families in 1960. But thirty years after the liberal welfare state found the great majority of black children being raised by a single parent [66%]. Public housing projects in the first half of the 20th century were clean, safe places, where people slept outside on hot summer nights, when they were too poor to afford air conditioning. That was before admissions standards for public housing projects were lowered or abandoned, in the euphoria of liberal non-judgmental notions. And it was before the toxic message of victimhood was spread by liberals. We all know what hell holes public housing has become in our times. The same toxic message produced similar social results among lower-income people in England, despite an absence of a legacy of slavery there.If we are to go by evidence of social retrogression, liberals have wreaked more havoc on blacks than the supposed legacy of slavery they talk about.",Conservative
Thomas Sowell,"As in the general society, fertility tends to be greatest where people are poorest: The rich get richer, and the poor have children. In",Conservative
Thomas Sowell,"When people are presented with the alternatives of hating themselves for their failure or hating others for their success, they seldom choose to hate themselves.",Conservative
Thomas Sowell,"The purpose of education is to give the student the intellectual tools to analyze, whether verbally or numerically, and to reach conclusions based on logic and evidence.",Conservative
Thomas Sowell,"Is diversity our strength? Or anybody’s strength, anywhere in the world? Does Japan’s homogeneous population cause the Japanese to suffer? Have the Balkans been blessed by their heterogeneity",Conservative
Thomas Sowell,The massive ethnic communities that make up the mosaic of American society cannot be adequately described as minorities. There is no majority.,Conservative
Thomas Sowell,"The cavemen had the same natural resources at their disposal as we have today, and the difference between their standard of living and ours is a difference between the knowledge they could bring to bear on those resources and the knowledge used today.",Conservative
Thomas Sowell,"Freedom must be distinguished from democracy, with which it is often confused.",Conservative
Thomas Sowell,Justice at all costs' is not justice.,Conservative
Thomas Sowell,"The history of black workers in the United States illustrates the point. As already noted, from the late nineteenth-century on through the middle of the twentieth century, the labor force participation rate of American blacks was slightly higher than that of American whites. In other words, blacks were just as employable at the wages they received as whites were at their very different wages. The minimum wage law changed that. Before federal minimum wage laws were instituted in the 1930s, the black unemployment rate was slightly lower than the white unemployment rate in 1930. But then followed the Davis-Bacon Act of 1931, the National Industrial Recovery Act of 1933 and the Fair Labor Standards Act of 1938",Conservative
Thomas Sowell,"White liberals, instead of comparing what has happened to the black family since the liberal welfare state policies of the 1960s were put into practice, compare black families to white families and conclude that the higher rates of broken homes and unwed motherhood among blacks are due to a legacy of slavery. But why the large-scale disintegration of the black family should have begun a hundred years after slavery is left unexplained. Whatever the situation of the black family relative to the white family, in the past or the present, it is clear that broken homes were far more common among blacks at the end of the twentieth century than they were in the middle of that century or at the beginning of that century",Conservative
Thomas Sowell,"We do not have a choice whether or not to discuss history. History has always been invoked in contemporary controversies.The only choice is between discussing what actually happened in the past and discussing notions projected into the past for present purposes. History is the memory of the human race. For an individual to wake up some morning with no memory would be devastating. In addition to the emotional trauma of suddenly finding everything and everybody unknown and unfathomable, there would be no way to carry out the practical necessities of work or managing a home, much less maintaining or establishing relations with other human beings. It would not be much better to wake up some morning with a false memory, induced in you by some means by some other person",Conservative
Thomas Sowell,"Epithets like fascist and imperialist stooge became common currency, along with unbridled expressions of tribal chauvinism.",Conservative
Thomas Sowell,"Where beliefs are not checked against facts, but instead facts must meet the test of consonance with the prevailing vision, we are in the process of sealing ourselves off from feedback from reality.Heedless of the past, we are flying blind into the future.",Conservative
Thomas Sowell,"The prevalence and power of a vision is shown, not by what its evidence or logic can prove, but precisely by its exemption from any need to provide evidence or logic--by the number of things that can be successfully asserted because they fit the vision, without having to meet the test of fitting the facts.",Conservative
Thomas Sowell,"He talks about the way in which the American academy assigns an official group identity to students, eliminating the distinction between voluntary association and imposed group identity. For example, a Jewish student who is totally assimilated",Conservative
Thomas Sowell,"Information or allegations reflecting negatively on individuals or groups seen less sympathetically by the intelligentsia pass rapidly into the public domain with little scrutiny and much publicity. Two of the biggest proven hoaxes of our time have involved allegations of white men gang-raping a black woman-- first the Tawana Brawley hoax of 1987 and later the false rape charges against three Duke University students in 2006. In both cases, editorial indignation rang out across the land, without a speck of evidence to substantiate either of these charges. Moreover, the denunciations were not limited to the particular men accused, but were often extended to society at large, of whom these men were deemed to be symptoms or 'the tip of the iceberg.' In both cases, the charges fit a pre-existing vision, and that apparently made mundane facts unnecessary. Another widely publicized hoax-- one to which the President of the United States added his sub-hoax-- was a 1996 story appearing in USA Today under the headline, 'Arson at Black Churches Echoes Bigotry of the Past.' There was, according to USA Today, 'an epidemic of church burning,' targeting black churches. Like the gang-rape hoaxes, this story spread rapidly through the media. The Chicago Tribune referred to 'an epidemic of criminal and cowardly arson' leaving black churches in ruins. As with the gang-rape hoaxes, comments on the church fire stories went beyond those who were supposed to have set these fires to blame forces at work in society at large. Jesse Jackson was quoted was quoted in the New York Times as calling these arsons part of a 'cultural conspiracy' against blacks, which 'reflected the heightened racial tensions in the south that have been exacerbated by the assault on affirmative action and the populist oratory of Republican politicians like Pat Buchanan.' Time magazine writer Jack White likewise blamed 'the coded phrases' of Republican leaders for 'encouraging the arsonists.' Columnist Barbara Reynolds of USA Today said that the fires were 'an attempt to murder the spirit of black America.' New York Times columnist Bob Herbert said, The fuel for these fires can be traced to a carefully crafted environment of bigotry and hatred that was developed over the last century.'As with the gang-rape hoaxes, the charges publicized were taken as reflecting on the whole society, not just those supposedly involved in what was widely presumed to be arson, rather than fires that break out for a variety of other reasons. Washington Post columnist Dorothy Gilliam said that society in effect was 'giving these arsonists permission to commit these horrible crimes.' The climax of these comments came when President Bill Clinton, in his weekly radio address, said that these church burnings recalled similar burnings of black churches in Arkansas when he was a boy. There were more that 2,000 media stories done on the subject after the President's address. This story began to unravel when factual research showed that (1) no black churches were burned in Arkansas when Bill Clinton was growing up, (2) there had been no increase in fires at black churches, but an actual decrease over the previous 15 years, (3) the incidence of fires at white churches was similar to the incidence of fires at black churches, and (4) where there was arson, one-third of the suspects were black. However, retractions of the original story-- where there were retractions at all-- typically were given far less prominence than the original banner headlines and heated editorial comments.",Conservative
Thomas Sowell,"There cannot be a law-abiding society if no one knows in advance what law they are to abide by, but must wait for judges to create ex post facto legal rulings based on evolving standards rather than known rules.",Conservative
Thomas Sowell,"By the late eighteenth century, the lowlands of Scotland had developed the most extensive system of educationin",Conservative
Thomas Sowell,"Top colleges turn out extraordinary graduates because they take in extraordinary freshmen. That tells very little about what happened in the intervening four years, except that it did not ruin these individuals completely. It tells even less about what would have happened if these same extraordinary people had been educated elsewhere. Whether a given individual will do better, either educationally or financially, by going to a bigname college is very doubtful. Hard",Conservative
Thomas Sowell,"The virtually unanimous support of bilingualism among Hispanic activists, leaders and spokesmen",Conservative
Thomas Sowell,"When it is proclaimed that one must become more sensitive to various ethnic, linguistic, sexual, or lifestyle groups, neither a reason nor a definition usually accompanies this opaque imperative.",Conservative
Thomas Sowell,"If you have no right to disapprove, then your approval means nothing. It may indeed be distressing to someone to have you express your opinion that his lifestyle is disgusting and his art, music or writing is crude, shallow, or repugnant, but unless you are free to reach such conclusions, any praise you bestow is hollow and suspect. To say that A has a right to B’s approval is to say that B has no right to his own opinion. What is even more absurd, the sensitivity argument is not even consistent, because everything changes drastically according to who is A and who is B. Those in the chosen groups may repudiate any aspect of the prevailing culture, without being considered insensitive, but no one from the prevailing culture may repudiate any aspect of other cultures. The",Conservative
Thomas Sowell,"That educators who have repeatedly failed to do what they are hired to do, and trained to do, should take on sweeping roles as amateur psychologists, sociologists, and social philosophers seems almost inexplicable",Conservative
Thomas Sowell,"Other countries whose educational systems achieve more than ours often do so in part by attempting less. While school children in Japan are learning science, mathematics, and a foreign language, American school children are sitting around in circles, unburdening their psyches and expressing themselves on scientific, economic and military issues for which they lack even the rudiments of competence. Worse than what they are not learning is what they are learning",Conservative
Thomas Sowell,"The U.S. Air Force Academy likewise sought racial diversity through double standards. A 1982 memorandum on Air Force Academy stationery, with the notation for your eyes only, listed different cut-off scores to use when identifying possible candidates for the Academy from different racial ethnic groups. Composite SAT scores as low as 520 were acceptable for blacks, though Hispanics and American Indians had to do somewhat better, and Asian Americans had to meet the general standards. For athletes lower cut-offs were permissible.52 Given that composite SAT scores begin at 400 (out of a possible 1600) a requirement of 520 is really a requirement to earn only 120 points out of a possible 1200 points earned.",Conservative
Thomas Sowell,"Like mismatched minority students, mismatched minority faculty have sought refuge in non-intellectual pursuits, such as community activities and campus political activism, in denunciations of standards they do not meet, and in complaints about the moral shortcomings of colleagues, or of American society in general. Given the stark alternatives of (1) losing one’s self-respect by accepting the prevailing academic standards and values, and (2) protecting one’s self-respect by repudiating those standards and values, it can hardly be surprising that many have chosen the latter. Clearly,",Conservative
Thomas Sowell,"Whether blatant or subtle, brainwashing has become a major, time-consuming activity in American education at all levels. Some zealots have not hesitated to use the traditional brain-washing technique of emotional trauma in the classroom to soften up children for their message. Gruesome and graphic movies on nuclear war, for example, have reduced some school children to tears",Conservative
Thomas Sowell,"Just as Karl Marx did not attribute what he saw as the detrimental effects of a market economy to the ill will of individual capitalists, so Adam Smith did not attribute what he saw as the beneficial effects of a market economy to the good will of individual capitalists. Smith’s depictions of businessmen were at least as negative as those of Marx,21 even though Smith is rightly regarded as the patron saint of free market economics. According to Smith, the beneficial social effects of the businessman’s endeavors are no part of his intention.22",Conservative
Thomas Sowell,"Much of what is taught in our schools and colleges today seeks to break down traditional values, and replace them with more fancy and fashionable notions, of which a duty to die is just one.",Conservative
Thomas Sowell,millions of people died in the war to make the world safe for democracy,Conservative
Thomas Sowell,"The next time you see a bum leaving drug needles in a park where children play or urinating in the street, you are seeing your tax dollars at work and the end result of the vision of the anointed.",Conservative
Thomas Sowell,"The vision of the anointed is one in which ills as poverty, irresponsible sex, and crime derive primarily from ‘society,’ rather than from individual choices and behavior. To believe in personal responsibility would be to destroy the whole special role of the anointed, whose vision casts them in the role of rescuers of people treated unfairly by ‘society.",Conservative
Thomas Sowell,"languages as Asians, who outnumber them nearly four to one.121 Linguistic diversity is not only a sign of cultural isolation and fragmentation, it contributes to the barriers",Conservative
Thomas Sowell,"As George J. Stigler said of some of his fellow Nobel Laureates, they issue stern ultimata to the public on almost a monthly basis, and sometimes on no other basis.",Conservative
Thomas Sowell,"The traditional fixed-rate 30-year mortgages, which were once a majority of all mortgages, were no longer a majority during the housing boom, as ARMs and other creative ways of financing the purchase of a home grew rapidly to cope with soaring housing prices. Such innovative mortgages quickly went from being rare to becoming common, especially in places with very high housing costs.",Conservative
Thomas Sowell,"Income tax rules also made borrowing against a home’s equity attractive. Because mortgage interest payments can be deducted for income tax purposes, the interest paid on home equity loans could also be deducted, although interest on credit card debt or other debt was not deductible. Therefore it often paid anyone with any other kind of debt to pay off that debt with a home equity loan, whose interest would be deductible for income tax purposes. More and more people began to do this during the housing boom. In 2003, home equity loans totaled $593 billion. Such loans soared during the housing boom, nearly doubling to $1.13 trillion in 2007.",Conservative
Thomas Sowell,"Including the differential mortgage loan approval rates between Asian Americans and whites shows that the same methods to conclude that that blacks are discriminated against in mortgage lending would also lead to the conclusion that whites are discriminated against in favor of Asian Americans, reducing this whole procedure to absurdity, since no one believes that banks are discriminating against whites...[W]hen loan approval rates are not cited, but loan denial rates are, that creates a larger statistical disparity, since most loans are approved. Even if 98 percent of blacks had their mortgage loan applications approved, if 99 percent of whites were approved than by quoting denial rates alone it could be said that blacks were rejected twice as often as whites.",Conservative
Thomas Sowell,The United States as a whole is larger than the Roman Empire at its greatest expansion.,Conservative
Thomas Sowell,"The initial wealth of a group and its time of arrival are obviously important, as many wealthy old families  show, but the Jews arrived late and penniless in the nineteenth century and are now more affluent than any other ethnic group.",Conservative
Thomas Sowell,"lthough the basic principles of economics are not very complicated, the very ease with which they can be learned also makes them easy to dismissed as simplistic by those who do not want to accept analyses which contradict their cherished beliefs. Evasions of the obvious are often far more complicated than the facts. Nor is it automatically true that complex effects must have complex causes. The ramifications of something very simple can become enormously complex.",Conservative
Thomas Sowell,"Failure to use tax money to finance things not liked by the taxpaying public is routinely called ‘censorship.’ If such terminology were used consistently, virtually all of life would be just one long, unending censorship, as individuals choose whether to buy apples instead of oranges, vacations rather than violins, furniture rather than mutual funds. But of course no such consistency is intended. This strained use of the word ‘censorship’ appears only selectively, to describe public choices and values at variance with the choices and values of the anointed.",Conservative
Thomas Sowell,"Moreover, even in the absence of accumulating personal experience, it was difficult to believe that soaring murder statistics reflected simply better record keeping, since it had always been hard to ignore a dead body.",Conservative
Thomas Sowell,"People who have already been out in the real world, practicing for years whatever their particular specialty might be, have some basis for determining which things are relevant enough to go into a curriculum to teach those who follow. The idea that students can determine relevance in advance is one of the many counterproductive notions to come out of the 1960s.",Conservative
Thomas Sowell,"Japan, newly emerging on the world scene in the late nineteenth century, sought its science and engineering in Scotland.",Conservative
Thomas Sowell,"A society in which such decisions can only be made by males has thrown away half of its knowledge, talents, and insights.",Conservative
Thomas Sowell,"But his was an understandable mistake, given how little attention is paid to accuracy in history and how often history is used as just a propaganda tool in current controversies.",Conservative
Thomas Sowell,"In short, some of the least qualified students, taught by the least qualified professors in the lowest quality courses supply most American public school teachers.",Conservative
