,Author,Quotes,Contain,Political Orientation
50,Nicholas Kristof,"Most moms and dads, they want to be good moms and dads. But it's an incredibly hard job when you are stressed out, when you are poor, when your life is in chaos. And giving them some of the tools to be better parents, to whittle away at that parenting gap, gives those kids a much better starting point in life.",no,Progressive
51,Nicholas Kristof,"We journalists are a bit like vultures, feasting on war, scandal and disaster. Turn on the news, and you see Syrian refugees, Volkswagen corruption, dysfunctional government. Yet that reflects a selection bias in how we report the news: We cover planes that crash, not planes that take off.",no,Progressive
52,Juan Williams,"In the 2000 presidential election, Al Gore got more votes than George W. Bush, but still lost the election. The Supreme Court's ruling in Florida gave Bush that pivotal state, and doomed Gore to lose the Electoral College. That odd scenario - where the candidate with the most votes loses - has happened three times in U.S. history.",no,Progressive
53,Juan Williams,"While Planned Parenthood provides abortions at some of their clinics, it also provides healthcare services for poor women, including checkups, mammograms, cervical cancer screenings and contraceptives.",no,Progressive
54,Juan Williams,"The 2012 presidential campaign's turn away from the classic, straight-up, American election - where the candidate who gets the most votes nationwide wins - is another sad reminder of the extreme political polarization distorting today's politics. No one talks about a 50-state strategy for winning the presidency these days.",no,Progressive
55,Juan Williams,I support gun control. But speaking honestly about the combustible mix of race and guns may be more important to stopping the slaughter in minority communities than any new gun-control laws.,no,Progressive
56,Juan Williams,I pointed out that the Atlanta Olympic bomber - as well as Timothy McVeigh and the people who protest against gay rights at military funerals - are Christians but we journalists don't identify them by their religion.,no,Progressive
57,Juan Williams,"If his presidency is to represent the full power of the idea that black Americans are just like everyone else - fully human and fully capable of intellect, courage and patriotism - then Barack Obama has to be subject to the same rough and tumble of political criticism experienced by his predecessors.",no,Progressive
58,Juan Williams,"As the 2012 elections approach the finish line, the chatter among columnists and political reporters is about upcoming books that take readers inside the campaigns, cutting-edge efforts to micro-target voters on Internet social applications, the enormous money flowing through super-PACs, and extreme political polarization.",no,Progressive
59,Juan Williams,"President Obama and Secretary Duncan have made stronger teacher evaluation a key part of their education reform efforts. Under their signature plan, called 'Race to the Top,' states can win federal support for schools by improving teacher evaluations.",no,Progressive
60,Juan Williams,In 2007 the 'dagger' of an idea that killed President Bush's effort at reforming the immigration system was lax border security.,no,Progressive
61,Juan Williams,"When I'm on TV, I'm often talking to a conservative host. I may have another conservative arguing with me. You've got very limited time, and you're using 'sound-bite' type language.",no,Progressive
62,Juan Williams,"Yes, agriculture subsidies are far too generous. They need to be reined in because they cater to special interests while distorting free market competition. Yes, the farm laws are an anachronistic mess.",no,Progressive
63,Juan Williams,"Every American president must be held to the highest standard. No president of any color should be given a free pass for screw-ups, lies or failure to keep a promise.",no,Progressive
64,Juan Williams,"The teachers' unions that block school reform have done serious damage to the union brand. The public no longer views unions as their friend, much less their champion. They view them as corrupt, intransigent and more interested in protecting their political clout within the Democratic Party than protecting their members or even school children.",no,Progressive
65,Juan Williams,"The critical importance of honest journalism and a free flowing, respectful national conversation needs to be had in our country. But it is being buried as collateral damage in a war whose battles include political correctness and ideological orthodoxy.",no,Progressive
66,Juan Williams,Gun-related violence and murders are concentrated among blacks and Latinos in big cities.,no,Progressive
67,Juan Williams,"And there is no getting away from the fact - and this is a key point of discontent among many who are upset with the health care reform bill is it didn't go far enough. They say why isn't it in place now? Why don't I see some benefits now? All I see is the potential for losing insurance coverage, for premiums going up. That's hurting Obama.",no,Progressive
68,Juan Williams,"For me, the key is I always have to be the same person. If someone was to hear me say something on Fox and hear me say something different on NPR, they would say, 'The guy is a hypocrite.'",no,Progressive
69,Juan Williams,"Apparently, the heart of opposition to new gun regulations is in the white community. Yet white people face far less daily violence with guns.",no,Progressive
70,Juan Williams,Alaska and Montana are not in the south but they definitely form part of the crimson tide of red states where Republicans are dominant.,no,Progressive
71,Juan Williams,Teddy Kennedy rose to become a liberal lion by collaborating with Republicans.,no,Progressive
72,Juan Williams,"Democrats cannot win elections without capturing the votes of independent-minded swing voters. And that is where writing off the Tea Party as a bunch of racist kooks becomes self-destructive. The Tea Party outrage over health-care reform, deficit spending and entitlements run amok is no fringe concern.",no,Progressive
73,Juan Williams,"Yesterday NPR fired me for telling the truth. The truth is that I worry when I am getting on an airplane and see people dressed in garb that identifies them first and foremost as Muslims. This is not a bigoted statement. It is a statement of my feelings, my fears after the terrorist attacks of 9/11 by radical Muslims.",no,Progressive
74,Juan Williams,"Sometimes you have to understand that you push ahead, there's going to be a lot of flak, there's going to be a lot of dogs barking, but the wagon train moves ahead.",no,Progressive
75,Juan Williams,"The question now is does Obama have any hope of raising money? I don't think he'll raise it out of the New York people, I don't think he's going to raise it out the Hollywood people, so where's the money going to come from for Barack Obama?",no,Progressive
76,Juan Williams,"When you stop and look at so much of the kind of activism that has been triggered, the Tea Party and the like, as a result of Obama's efforts - TARP, the stimulus package, and now the health care reform - there is a lot of sense this government is changing.",no,Progressive
77,Polly Toynbee,"People want the right to die at a time of their own choosing. Too many families have watched helplessly as a relative dies slowly, longing for death.",no,Progressive
78,Polly Toynbee,"Could a government dare to set out with happiness as its goal? Now that there are accepted scientific proofs, it would be easy to audit the progress of national happiness annually, just as we monitor money and GDP.",no,Progressive
79,Polly Toynbee,"Inequality makes everyone unhappy, the poor most of all, and that is well within the remit of the state. More money gives less extra happiness the richer we get, yet we are addicted to earning and spending more every year.",no,Progressive
80,Polly Toynbee,"But how odd that in this heathen nation of empty pews, where churches' bare, ruined choirs are converted into luxury loft living, a Labour government - yes, a Labour government - is deliberately creating a huge expansion of faith schools.",no,Progressive
81,Polly Toynbee,"How do you make any sense of history, art or literature without knowing the stories and iconography of your own culture and all the world's main religions?",no,Progressive
82,Polly Toynbee,"Thresholds of pain, indignity and incapacity are entirely personal.",no,Progressive
83,Polly Toynbee,"Crime is only the worst example, but it is a paradigm for other Labour policy disasters. No one tells the voters that crime is falling: let them stay scared senseless.",no,Progressive
84,Polly Toynbee,But the single overwhelming reason why jails are bursting is longer sentences given for more crimes.,no,Progressive
85,Polly Toynbee,"So what really works? Treatments in jail do some good, but it's mostly too late: finding a family and a job or just growing older make most prisoners eventually give up crime.",no,Progressive
86,Polly Toynbee,"Is anyone serious about the politics of happiness? David Cameron dipped a toe in the water, using the word lightly, but denying the hard policies it implies. Labour shies away from it, but should take up the challenge.",no,Progressive
87,Polly Toynbee,"It is now possible to quantify people's levels of happiness pretty accurately by asking them, by observation, and by measuring electrical activity in the brain, in degrees from terrible pain to sublime joy.",no,Progressive
88,Polly Toynbee,"Happiness is a real, objective phenomenon, scientifically verifiable. That means people and whole societies can now be measured over time and compared accurately with one another. Causes and cures for unhappiness can be quantified.",no,Progressive
89,Polly Toynbee,One in six people suffer depression or a chronic anxiety disorder. These are not the worried well but those in severe mental pain with conditions crippling enough to prevent them living normal lives.,no,Progressive
90,Polly Toynbee,The strongest predictor of unhappiness is anyone who has had a mental illness in the last 10 years. It is an even stronger predictor of unhappiness than poverty - which also ranks highly.,no,Progressive
91,Polly Toynbee,Working lives are for the state to influence. Unemployment makes people unhappy. So does instability.,no,Progressive
92,Polly Toynbee,"My Lords temporal, today is the day to rise up against the regiment of Lords spiritual and proclaim the values of enlightenment, compassion and common sense.",no,Progressive
93,Polly Toynbee,"In the polls, over 80% support the right to die and have done for the last 25 years. Even 80% of practising Catholics and Protestants support it, plus 76% of Church Times readers.",no,Progressive
94,Polly Toynbee,"Most people come to fear not death itself, but the many terrible ways of dying.",no,Progressive
95,Polly Toynbee,The best care on earth cannot prevent us all dying in the end.,no,Progressive
96,Polly Toynbee,Openness about death has led to greater care about all aspects of dying.,no,Progressive
97,Polly Toynbee,"My mother begged doctors to end her life. She was beyond the physical ability to swallow enough of the weak morphine pills she had around her. When she knew she was dying I promised to make sure she could go at a time of her choosing, but it was impossible. I couldn't help.",no,Progressive
98,Polly Toynbee,There is all the difference in the world between teaching children about religion and handing them over to be taught by the religious.,no,Progressive
99,Polly Toynbee,"This is indeed a clash of civilisations, not between Islam and Christendom but between reason and superstition.",no,Progressive
100,Polly Toynbee,"But instead of standing up for reason, our government is handing education over to the world of faith.",no,Progressive
101,Robert Reich,"If nothing is done to counter present trends, the major fault line in American politics will no longer be between Democrats and Republicans, liberals and conservatives. It will be between the 'establishment'—political insiders, power brokers, the heads of American business, Wall Street, and the mainstream media—and an increasingly mad-as-hell populace determined to 'take back America' from them.",no,Progressive
102,Robert Reich,"Government doesn’t ""intrude"" on the ""free market."" It creates the market.",no,Progressive
103,Robert Reich,"Those who argue for ""less government"" area really arguing for a different government—often one that favors them or their patrons.",no,Progressive
104,Robert Reich,"The critical things to watch out for aren't the rare big events, such as the 2008 bailout of the Street itself, but the ongoing multitude of small rule changes that continuously alter the economic game. ... The ""free market"" is a myth that prevents us from examining these rule changes and asking whom they serve. The myth is therefore highly useful to those who do not wish such an examination to be undertaken.",no,Progressive
0,Bill Moyers,Freedom begins the moment you realize someone else has been writing your story and it's time you took the pen from his hand and started writing it yourself.,no,Progressive
1,Bill Moyers,"Healing may not be so much about getting better, as about letting go of everything that isn’t you - all of the expectations, all of the beliefs - and becoming who you are. (in Bill Moyers' Healing and the Mind)",no,Progressive
2,Bill Moyers,"In marriage, everyday you love,and everyday you forgive.It is an ongoing sacrament, love and forgiveness",no,Progressive
3,Bill Moyers,Creativity is piercing the mundane to find the marvelous.,no,Progressive
4,Bill Moyers,"Constitutional democracy, you see, is no romantic notion. It's our defense against ourselves, the one foe who might defeat us.",no,Progressive
5,Bill Moyers,"America's corporate and political elites now form a regime of their own and they're privatizing democracy. All the benefits - the tax cuts, policies and rewards flow in one direction: up.",no,Progressive
7,Bill Moyers,"When a library is open, no matter its size or shape, democracy is open, too.",no,Progressive
8,Bill Moyers,Civilization is but a thin veneer stretched across the passions of the human heart. And civilization doesn't just happen; we have to make it happen.,no,Progressive
9,Bill Moyers,"Sharing is the essence of teaching. It is, I have come to believe, the essence of civilization . . . Without it, the imagination is but the echo of the self, trapped in a soundproof chamber, reverberating upon itself until it is spent in exhaustion or futility",no,Progressive
10,Bill Moyers,"Conservatism is less a set of ideas than it is a pathological distemper, a militant anger over the fact that the universe is not closed and life is not static.",no,Progressive
11,Bill Moyers,"The question, then, is not about changing people; it's about reaching people. I'm not speaking simply of better information, a sharper and clearer factual presentation to disperse the thick fogs generated by today's spin machines. Of course, we always need stronger empirical arguments to back up our case. It would certainly help if at least as many people who believe, say, in a literal devil or that God sent George W. Bush to the White House also knew that the top 1 percent of households now have more wealth than the bottom 90 percent combined. Yes, people need more information than they get from the media conglomerates with their obsession for nonsense, violence and pap. And we need, as we keep hearing, new ideas. But we are at an extraordinary moment. The conservative movement stands intellectually and morally bankrupt while Democrats talk about a new direction without convincing us they know the difference between a weather vane and a compass. The right story will set our course for a generation to come.",no,Progressive
12,Bill Moyers,Democracy belongs to those who exercise it.,no,Progressive
13,Bill Moyers,Why are record numbers of Americans on food stamps? Because record numbers of Americans are in poverty. Why are people falling through the cracks? Because there are cracks to fall through.,no,Progressive
14,Bill Moyers,secrecy is the freedom tyrants dream of,no,Progressive
15,Bill Moyers,"What kind of God is it who's upset by a cartoon in Danish?[Interview with Bill Moyers, Bill Moyers on Faith & Reason, June 23, 2006]",no,Progressive
16,Bill Moyers,"Bill Moyers has said, The antidote, the only antidote, to the power of organized money in Washington is the power of organized people.10",no,Progressive
17,Bill Moyers,"When language fails, violence becomes a language.",no,Progressive
18,Bill Moyers,Our media and political system has turned into a mutual protection racket.,no,Progressive
19,Bill Moyers,A free press is one where it’s ok to state the conclusion you’re led to by the evidence.,no,Progressive
80,Paul Krugman,"I believe in a relatively equal society, supported by institutions that limit extremes of wealth and poverty. I believe in democracy, civil liberties, and the rule of law. That makes me a liberal, and I’m proud of it.",no,Progressive
81,Paul Krugman,"Politics determines who has the power, not who has the truth.",no,Progressive
82,Paul Krugman,"The media are desperately afraid of being accused of bias. And that's partly because there's a whole machine out there, an organized attempt to accuse them of bias whenever they say anything that the Right doesn't like. So rather than really try to report things objectively, they settle for being even-handed, which is not the same thing. One of my lines in a column",no,Progressive
83,Paul Krugman,The rich are different from you and me: they have more influence.,no,Progressive
84,Paul Krugman,"Now, it’s true that some of the protesters are oddly dressed or have silly-sounding slogans, which is inevitable given the open character of the events. But so what? I, at least, am a lot more offended by the sight of exquisitely tailored plutocrats, who owe their continued wealth to government guarantees, whining that President Obama has said mean things about them than I am by the sight of ragtag young people denouncing consumerism.",no,Progressive
85,Paul Krugman,Wealthy Americans who benefit hugely from a system rigged in their favor react with hysteria to anyone who points out just how rigged the system is.,no,Progressive
86,Paul Krugman,"The appeal to the intellectually insecure is also more important than it might seem. Because economics touches so much of life, everyone wants to have an opinion. Yet the kind of economics covered in the textbooks is a technical subject that many people find hard to follow. How reassuring, then, to be told that it is all irrelevant -- that all you really need to know are a few simple ideas! Quite a few supply-siders have created for themselves a wonderful alternative intellectual history in which John Maynard Keynes was a fraud, Paul Samuelson and even Milton Friedman are fools, and the true line of deep economic thought runs from Adam Smith through obscure turn-of-the-century Austrians straight to them.",no,Progressive
87,Paul Krugman,"In our country, learned ignorance is on the rise.",no,Progressive
88,Paul Krugman,"And that's just the beginning. More and more, conventional wisdom says that the responsible thing is to make the unemployed suffer. And while the benefits from inflicting pain are an illusion, the pain itself will be all too real.",no,Progressive
89,Paul Krugman,"Political figures who talk a lot about liberty and freedom invariably turn out to mean the freedom to not pay taxes and discriminate based on race; freedom to hold different ideas and express them, not so much.",no,Progressive
90,Paul Krugman,"These are tough times for state governments. Huge deficits loom almost everywhere, from California to New York, from New Jersey to Texas.Wait",no,Progressive
91,Paul Krugman,"For most Americans, economic growth is a spectator sport.",no,Progressive
92,Paul Krugman,On the political as on the economic front it's important not to fall into the not as bad as trap. High unemployment isn't O.K. just because it hasn't hit 1933 levels; ominous political trends shouldn’t be dismissed just because there’s no Hitler in sight.,no,Progressive
93,Paul Krugman,"Economics is really about two stories. One is the story of the old economist and younger economist walking down the street, and the younger economist says, ‘Look, there’s a hundred-dollar bill,’ and the older one says, ‘Nonsense, if it was there somebody would have picked it up already.’ So sometimes you do find hundred-dollar bills lying on the street, but not often",no,Progressive
94,Paul Krugman,"If it were profitable to have indentured servants in the modern world, I'm sure that Richard Scaife's think tanks would have no trouble finding justifications, and assorted Christian groups would explain why it's God's will.",no,Progressive
95,Paul Krugman,Seriously bad ideas (are) bad ideas which appeal to the prejudices of serious people.,no,Progressive
96,Paul Krugman,"It was only with the crisis that debt soared.Yet many Europeans in key positions - especially politicians and officials in Germany, but also the leadership of the European Central Bank and opinion leaders throughout the world of finance and banking - are deeply committed to the Big Delusion, and no amount of contrary evidence will shake them. As a result, the problem of dealing with the crisis is often couched in moral terms: nations are in trouble because they have sinned, and they must redeem themselves through suffering.And that's a very bad way to approach the actual problems Europe faces.",no,Progressive
97,Paul Krugman,"[W]hat possible purpose does this lashing-out serve? Will activists be shamed into recovering their previous enthusiasm? Will Republicans stop their vicious attacks because Obama is lashing out to his left? It was pure self-indulgence; even if he feels aggrieved, he has to judge his words by their usefulness, not by his desire to vent. This isn't about him.",no,Progressive
98,Paul Krugman,"There's another element in the euro crisis, another weakness of a shared currency, that took many people, myself included, by surprise. It turns out that countries that lack their own currency are highly vulnerable to self-fulfilling panic, in which the efforts of investors to avoid losses from default end up triggering the very default they fear.",no,Progressive
99,Paul Krugman,"The great irony, then, is that the nation’s most famous modern conservative economist became the father of Big Government, chronic deficits, and national fiscal bankruptcy. It was Friedman who first urged the removal of the Bretton Woods gold standard restraints on central bank money printing, and then added insult to injury by giving conservative sanction to perpetual open market purchases of government debt by the Fed. Friedman’s monetarism thereby institutionalized a régime which allowed politicians to chronically spend without taxing. Likewise, it was the free market professor of the Chicago school who also blessed the fundamental Keynesian proposition that Washington must continuously manage and stimulate the national economy. To be sure, Friedman’s freshwater proposition, in Paul Krugman’s famous paradigm, was far more modest than the vast fine-tuning pretensions of his salt-water rivals. The saltwater Keynesians of the 1960s proposed to stimulate the economy until the last billion dollars of potential GDP was realized; that is, they would achieve prosperity by causing the state to do anything that was needed through a multiplicity of fiscal interventions. By contrast, the freshwater Keynesian, Milton Friedman, thought that capitalism could take care of itself as long as it had precisely the right quantity of money at all times; that is, Friedman would attain prosperity by causing the state to do the one thing that was needed through the single spigot of M1 growth.",no,Progressive
140,Paul Krugman,One is reminded of the old joke about the centipede who was asked how he managed to coordinate his 100 legs : He started thinking about it and could never walk properly again.,no,Progressive
141,Paul Krugman,"As long as there are no routes back to full employment except that of somehow restoring business confidence, he pointed out, business lobbies in effect have veto power over government actions: propose doing anything they dislike, such as raising taxes or enhancing workers' bargaining power, and they can issue dire warnings that this will reduce confidence and plunge the nation into depression. But let monetary and fiscal policy be deployed to fight unemployment, and suddenly business confidence becomes less necessary, and the need to cater to capitalists' concern is much reduced.",no,Progressive
142,Paul Krugman,[Conventional wisdom] very heavily tends to reflect the preferences and the interests of the elite.,no,Progressive
143,Paul Krugman,"Between 2003 and 2008, Iceland’s three main banks, Glitnir, Kaupthing and Landsbanki, borrowed over $140 billion, a figure equal to ten times the country’s GDP, dwarfing its central bank’s $2.5 billion reserves. A handful of entrepreneurs, egged on by their then government, embarked on an unprecedented international spending binge, buying everything from Danish department stores to West Ham Football Club, while a sizeable proportion of the rest of the adult population enthusiastically embraced the kind of cockamamie financial strategies usually only mooted in Nigerian spam emails – taking out loans in Japanese Yen, for example, or mortgaging their houses in Swiss francs. One minute the Icelanders were up to their waists in fish guts, the next they they were weighing up the options lists on their new Porsche Cayennes. The tales of un-Nordic excess are legion: Elton John was flown in to sing one song at a birthday party; private jets were booked like they were taxis; people thought nothing of spending £5,000 on bottles of single malt whisky, or £100,000 on hunting weekends in the English countryside. The chief executive of the London arm of Kaupthing hired the Natural History Museum for a party, with Tom Jones providing the entertainment, and, by all accounts, Reykjavik’s actual snow was augmented by a blizzard of the Colombian variety. The collapse of Lehman Brothers in late 2008 exposed Iceland’s debts which, at one point, were said to be around 850 per cent of GDP (compared with the US’s 350 per cent), and set off a chain reaction which resulted in the krona plummeting to almost half its value. By this stage Iceland’s banks were lending money to their own shareholders so that they could buy shares in . . . those very same Icelandic banks. I am no Paul Krugman, but even I can see that this was hardly a sustainable business model. The government didn’t have the money to cover its banks’ debts. It was forced to withdraw the krona from currency markets and accept loans totalling £4 billion from the IMF, and from other countries. Even the little Faroe Islands forked out £33 million, which must have been especially humiliating for the Icelanders. Interest rates peaked at 18 per cent. The stock market dropped 77 per cent; inflation hit 20 per cent; and the krona dropped 80 per cent. Depending who you listen to, the country’s total debt ended up somewhere between £13 billion and £63 billion, or, to put it another way, anything from £38,000 to £210,000 for each and every Icelander.",no,Progressive
144,Paul Krugman,"In the scientific world, the syndrome known as 'great man's disease' happens when a famous researcher in one field develops strong opinions about another field that he or she does not understand, such as a chemist who decides that he is an expert in medicine or a physicist who decides that he is an expert in cognitive science.They have trouble accepting that they must go back to school before they can make pronouncements in a new field.",no,Progressive
145,Paul Krugman,"The Internet’s impact on the economy has been no greater than the fax machine’s….ten years from now, the phrase information economy will sound silly. (1997)",no,Progressive
146,Paul Krugman,I’ve been thinking a lot lately about the power of doctrines,no,Progressive
147,Paul Krugman,"These senior claims were supposed to be very low-risk; after all, how likely was it that a large number of people would default on their mortgages at the same time? The answer, of course, is that it was quite likely in an environment where homes were worth 30, 40, 50 percent less than the borrowers originally paid for them. So a lot of supposedly safe assets, assets that had been rated AAA by Standard & Poor's or Moody's, ended up becoming toxic waste, worth only a fraction of their face value.",no,Progressive
149,Paul Krugman,"open immigration can’t exist with a strong social safety net; if you’re going to assure healthcare and a decent income to everyone, you can’t make that offer global",no,Progressive
150,Paul Krugman,"I had a dream about you where you were an economic hero. So is the real life you like the dream you? Answer this question: If Paul Krugman and Ben Bernanke were about to die, and they only had 59 seconds left, and you could only save one, would you take a minute to think it over?  ",no,Progressive
151,Paul Krugman,Some people want the past repeated and have an interest in making sure we don't remember it.,no,Progressive
152,Paul Krugman,"New York Times columnist Paul Krugman told one of the authors in Seoul, South Korea, a de cade ago that he has always followed one piece of advice that his MIT professors had given him: Never touch the money system. Krugman was awarded the Nobel Prize for Economics in 2008.",no,Progressive
