Quotes,Author,Political Orientation
Free speech is meaningless if the commercial cacophony has risen to the point where no one can hear you.,Naomi Klein,Left
"Too often, however, the expansive nature of the branding process ends up causing the event to be usurped, creating the quintessential lose-lose situation. Not only do fans begin to feel a sense of alienation from (if not outright resentment toward) once-cherished cultural events, but the sponsors lose what they need most: a feeling of authenticity with which to associate their brands.",Naomi Klein,Left
"Since many of today’s best-known manufacturers no longer produce products and advertise them, but rather buy products and “brand” them, these companies are forever on the prowl for creative new ways to build and strengthen their brand images.",Naomi Klein,Left
Extreme violence has a way of preventing us from seeing the interests it serves.,Naomi Klein,Left
The parties with the most gain never show up on the battlefield.,Naomi Klein,Left
"The widespread abuse of prisoners is a virtually foolproof indication that politicians are trying to impose a system--whether political, religious or economic--that is rejected by large numbers of the people they are ruling. Just as ecologists define ecosystems by the presence of certain ""indicator species"" of plants and birds, torture is an indicator species of a regime that is engaged in a deeply anti-democratic project, even if that regime happens to have come to power through elections.",Naomi Klein,Left
"When it comes to paying contractors, the sky is the limit; when it comes to financing the basic functions of the state, the coffers are empty.",Naomi Klein,Left
"The American Society of Civil Engineers said in 2007 that the U.S. had fallen so far behind in maintaining its public infrastructure -- roads, bridges, schools, dams -- that it would take more than a trillion and half dollars over five years to bring it back up to standard. Instead, these types of expenditures are being cut back. At the same time, public infrastructure around the world is facing unprecedented stress, with hurricanes, cyclones, floods and forest fires all increasing in frequency and intensity. It's easy to imagine a future in which growing numbers of cities have their frail and long-neglected infrastructures knocked out by disasters and then are left to rot, their core services never repaired or rehabilitated. The well-off, meanwhile, will withdraw into gated communities, their needs met by privatized providers.",Naomi Klein,Left
"“Like Russia's gangsterism and Bush's cronyism, contemporary Iraq is a creation of the fifty-year crusade to privatize the world. Rather than being disowned by its creators, it deserves to be seen as the purest incarnation yet of the ideology that gave it birth.",Naomi Klein,Left
"Regardless of the overall state of the economy, there is now a large enough elite made up of new multi-millionaires and billionaires for Wall Street to see the group as ""superconsumers,"" able to carry consumer demand all on their own.",Naomi Klein,Left
"During the Cold War, widespread alcoholism was always seen in the West as evidence that life under Communism was so dismal that Russians needed large quantities of vodka to get through the day. Under capitalism, however, Russians drinks more than twice as much alcohol as they used to - and they are reaching for harder painkillers as well.",Naomi Klein,Left
"The theory of economic shock therapy relies in part on the roleof expectations on feeding an inflationary process. Reining in inflation requires not only changing monetary policy but also changing the behavior of consumers, employers and workers. The role of a sudden, jarring policy shift is that it quickly alters expectations, signaling to the public that the rules of the game have changed dramatically - prices will not keep rising, nor will wages.",Naomi Klein,Left
"Authoritarian Communism is, and should be, forever tainted by those real-world laboratories. But what of the contemporary crusade to liberate world markets? The coups, wars and slaughters to instill and maintain pro-corporate regimes have never been treated as capitalist crimes but have instead been written off as the excess of overzealous dictators, as hot fronts in the Cold War, and now of the War on Terror. If the most committed opponents of the corporatist economic model are systematically eliminated, whether in Argentina in the seventies or in Iraq today, that suppression is explained as part of the dirty fight against Communism or terrorism - almost never as the fight for the advancement of pure capitalism.",Naomi Klein,Left
"By the time the think-tank lifers arrived in Baghdad, the crucial roles in the reconstruction had already been outsourced to Halliburton and KPMG. THeir job as the public servants was simply to administer the petty cash, which in Iraq took the form of handling shrink-wrapped bricks of hundred-dollar bills to contractors. It was a graphic glimpse into the acceptable role of government in a corporatist state - to act as a conveyor belt for getting public money into private hands, a job for which ideological commitment is far more relevant than elaborate field experience.",Naomi Klein,Left
"The dirty secret of the neoliberal era is that these ideas were never defeated in a great battle of ideas, nor were they voted down in elections. They were shocked out of the way at key political junctures.",Naomi Klein,Left
The recent spate of disasters has translated into such spectacular profits that many people around the world have come to the same conclusion: the rich and powerful must be deliberately causing the catastrophes so that they can exploit them.,Naomi Klein,Left
"No country offered more lucrative conditions than China: low taxes and tariffs, corruptible officials and, most of all, a plentiful low-wage workforce that, for many years, would be unwilling to risk demanding decent salaries or the most basic workplace protections for fear of the most violent reprisals.",Naomi Klein,Left
"This is what Keynes had meant when he warned of the dangers of economic chaos—you never know what combination of rage, racism and revolution will be unleashed.",Naomi Klein,Left
"As a means of extracting information during interrogations, torture is notoriously unreliable, but as a means of terrorizing and controlling populations, nothing is quite as effective.",Naomi Klein,Left
"We have not done the things that are necessary to lower emissions because those things fundamentally conflict with deregulated capitalism. ... We are stuck because the actions that would give us the best chance of averting catastrophe—and would benefit the vast majority—are extremely threatening to an elite minority that has a stranglehold over our economy, our political process, and most of our major media outlets. ... It is our great collective misfortune that the scientific community made its decisive diagnosis of the climate threat at the precise moment when those elites were enjoying more unfettered political, cultural, and intellectual power than at any point since the 1920s.",Naomi Klein,Left
