Quotes,Author,Political Orientation
"The whole world is in some ways better than it's ever been in the past. And, indeed, I think for many people the meaning of their lives really depends on that belief. If you strip out that belief in progress, if you start thinking of the world in the way in which the ancient pre-Christian Europeans did, or the Buddhists and the Hindus or the Taoists of China do, many people think that's a kind of despair.  I don't know how many times I've been told ""If I thought that, John, I wouldn't get up in the morning"" and ""If I agreed with you, John, that history had no pattern of that kind, I wouldn't get up in the morning."" I said, ""Well, stay in bed a bit longer, you might find a better reason for getting up.""",John Gray,Left
"Their minds befogged by fashionable nonsense about globalisation, western leaders believe liberal democracy is spreading unstoppably. The reality is continuing political diversity. Republics, empires, liberal and illiberal democracies, and a wide variety of authoritarian regimes will be with us for the foreseeable future. Globalisation is nothing more than the industrialisation of the planet, and increasing resource nationalism is an integral part of the process. (So is accelerating climate change, but that's another story.) As industrialisation spreads, countries that control natural resources use these resources to advance their strategic objectives.",John Gray,Left
"The US — its bankrupt mortgage institutions nationalised and its gigantic war machine effectively funded by foreign borrowing — is in steep decline. With its financial system in the worst mess since the 1930s, the west's ability to shape events is dwindling by the day. Sermonising about ""law-based international relations"" is laughable after Iraq, and at bottom not much more than nostalgia for a vanished hegemony.",John Gray,Left
"The true goal of the bourgeois life, in other words, is not self-enactment, but diversion.  Most people need the organised distraction of work (if they can find it).  Idleness - the life of the playboy who doesn't answer the phone - is simply too demanding.",John Gray,Left
"Most people today think they belong to a species that can be master of its destiny. This is faith, not science. We do not speak of a time when whales or gorillas will be masters of their destinies. Why then humans?",John Gray,Left
"If Darwin's discovery had been made in a Taoist or Shinto, Hindu or animist culture it would very likely have become just one more strand in its intertwining mythologies. In these faiths humans and other animals are kin. By contrast, arising among Christians who set humans beyond all other living things, it triggered a bitter controversy that rages on to this day.",John Gray,Left
"The destruction of the natural world is not the result of global capitalism, industrialisation, 'Western civilisation' or any flaw in human institutions.  It is a consequence of the evolutionary success of an exceptionally rapacious primate.  Throughout all of history and prehistory, human advance has coincided with ecological devastation.",John Gray,Left
"The human population growth that has taken place over the past few hundred years resembles nothing so much as the spikes that occur in the numbers of rabbits, house mice and plague rats. Like them, it can only be short-lived.",John Gray,Left
"Pogroms are as old as Christendom; but without railways, the telegraph and poison gas there could have been no Holocaust.  There have always been tyrannies; but without modern means of transport and communication, Stalin and Mao could not have built their gulags.",John Gray,Left
"Cities are no more artificial than the hives of bees. The Internet is as natural as a spider's web. As Margulis and Sagan have written, we are ourselves technological devices, invented by ancient bacterial communities as means of genetic survival: 'We are a part of an intricate network that comes from the original bacterial takeover of the Earth. Our powers and intelligence do not belong specifically to us but to all life.'",John Gray,Left
"The mass of mankind is ruled not by its intermittent moral sensations, still less by self-interest, but by the needs of the moment.",John Gray,Left
"Religious fundamentalists see themselves as having remedies for the maladies of the modern world. In reality they are symptoms of the disease they pretend to cure. They hope to recover the unreflective faith of traditional cultures, but this is a peculiarly modern fantasy. We cannot believe as we please; our beliefs are traces left by our unchosen lives. A view of the world is not something that can be conjured up as and when we please.",John Gray,Left
"Scientific fundamentalists claim that science is the disinterested pursuit of truth. But representing science in this way is to disregard the human needs science serves. Among us, science serves two needs: for hope and censorship. Today, only science supports the myth of progress. If people cling to the hope of progress, it is not so much from genuine belief as from fear of what may come if they give it up. The political projects of the twentieth century have failed, or achieved much less than they promised. At the same time, progress in science is a daily experience, confirmed whenever we buy a new electronic gadget, or take a new drug. Science gives us a sense of progress that ethical and political life cannot.",John Gray,Left
"Again, science has the power to silence heretics.  Today it is the only institution that can claim authority. Like the Church in the past, it has the power to destroy, or marginalise, independent thinkers.  (Think how orthodox medicine reacted to Freud, and orthodox Darwinians to Lovelock.)  In fact, science does not yield any fixed picture of things, but by censoring thinkers who stray too far from current orthodoxies it preserves the comforting illusion of a single established worldview.",John Gray,Left
"According to the most influential twentieth-century philosopher of science, Karl Popper, a theory is scientific only in so far as it is falsifiable, and should be given up as soon as it has been falsified.  By this standard, the theories of Darwin and Einstein should never have been accepted.",John Gray,Left
"Modern humanism is the faith that through science humankind can know the truth - and so be free. But if Darwin's theory of natural selection is true this is impossible. The human mind serves evolutionary success, not truth.",John Gray,Left
"In any case, only someone miraculously innocent of history could believe that competition among ideas could result in the triumph of truth.  Certainly ideas compete with one another, but the winners are normally those with power and human folly on their side.  When the medieval Church exterminated the Cathars, did Catholic memes prevail over the memes of heretics?  If the Final Solution had been carried to a conclusion, would that have demonstrated the inferiority of Hebrew memes?",John Gray,Left
A lover who promises eternal fidelity is more likely to be believed if he believes his promise himself; he is no more likely to keep the promise.,John Gray,Left
"Science will never be used chiefly to pursue truth, or to improve human life. The uses of knowledge will always be as shifting and crooked as humans are themselves. Humans use what they know to meet their most urgent needs – even if the result is ruin.",John Gray,Left
"Science cannot be used to reshape humankind in a more rational mould. Any new-model humanity will only reproduce the familiar deformities of its designers. It is a strange fancy to suppose that science can bring reason to an irrational world, when all it can ever do is give another twist to the normal madness.",John Gray,Left
"...the idea of Gaia is anticipated most clearly in a line from the Tao Te Ching, the oldest Taoist scripture.  In ancient Chinese rituals, straw dogs were used as offerings to the gods.  During the ritual they were treated with the utmost reverence.  When it was over and they were no longer needed they were trampled on and tossed aside: 'Heaven and earth are ruthless, and treat the myriad creatures as straw dogs.'  If humans disturb the balance of the Earth they will be trampled on and tossed aside.  Critics of the Gaia theory say they reject it because it is unscientific.  The truth is that they fear and hate it because it means that humans can never be other than straw dogs.",John Gray,Left
"As commonly practised, philosophy is the attempt to find good reasons for conventional beliefs. In Kant's time the creed of conventional people was Christian, now it is humanist. Nor are these two faiths so different from one another.Over the past 200 years, philosophy has shaken off Christian faith. It has not given up Christianity's cardinal error — the belief that humans are radically different from all other animals.",John Gray,Left
Our lives are more like fragmentary dreams than the enactments of conscious selves. We control very little of what we most care about; many of our most fateful decisions are made unbeknownst to ourselves. Yet we insist that mankind can achieve what we cannot: conscious mastery of its existence. This is the creed of those who have given up an irrational belief in God for an irrational faith in mankind.,John Gray,Left
"Like most philosophers, Kant worked to shore up the conventional beliefs of his time. Schopenhauer did the opposite. Accepting the arguments of Hume and Kant that the world is unknowable, he concluded that both the world and the individual subject that imagines it knows it are maya, dreamlike constructions with no basis in reality. ... Schopenhauer accepted the sceptical side of Kant's philosophy and turned it against him. Kant demonstrated that we are trapped in the world of phenomena and cannot know things in themselves. Schopenhauer went one step further and observed that we ourselves belong in the world of appearances. Unlike Kant, Schopenhauer was ready to follow his thoughts wherever they led. Kant argued that unless we accept that we are autonomous, freely choosing selves we cannot make sense of our moral experience. Schopenhauer responded that our actual experience is not of freely choosing the way we live but of being driven along by our bodily needs - by fear, hunger and, above all, sex.",John Gray,Left
"Our intellects are not impartial observers of the world but active participants in it. They shape a view of it that helps us in our struggles. Among the imaginary constructions created by the intellect working in the service of the will, perhaps the most delusive is the view it gives us of ourselves - as continuing, unified individuals.",John Gray,Left
"Nietzsche was an inveterately religious thinker, whose incessant attacks on Christian beliefs and values attest to the fact that he could never shake them off.",John Gray,Left
"Neither in the ancient pagan world nor in any other culture has human history ever been thought to have an overarching significance.  In Greece and Rome, it was a series of natural cycles of growth and decline.  In India, it was a collective dream, endlessly repeated.  The idea that history must make sense is just a Christian prejudice. If you believe that humans are animals, there can be no such thing as the history of humanity, only the lives of particular humans. If we speak of the history of the species at all, it is only to signify the unknowable sum of these lives. As with other animals, some lives are happy, others wretched. None has a meaning that lies beyond itsel£. Looking for meaning in history is like looking for patterns in clouds.",John Gray,Left
"Postmodernists parade their relativism as a superior kind of humility — the modest acceptance that we cannot claim to have the truth. In fact, the postmodern denial of truth is the worst kind of arrogance. In denying that the natural world exists independently of our beliefs about it, postmodernists are implicitly rejecting any limit on human ambitions. By making human beliefs the final arbiter of reality, they are in effect claiming that nothing exists unless it appears in human consciousness.",John Gray,Left
"Philosophers have always tried to show that we are not like other animals, sniffing their way uncertainly through the world.  Yet after all the work of Plato and Spinoza, Descartes and Bertrand Russell we have no more reason than other animals do for believing that the sun will rise tomorrow.",John Gray,Left
"It is significant that nothing resembling Platonism arose in China. Classical Chinese script is not ideographic, as used to be thought; but because of what A.C. Graham terms its 'combination of graphic wealth with phonetic poverty' it did not encourage the kind of abstract thinking that produced Plato's philosophy. Plato was what historians of philosophy call a realist - he believed that abstract terms designated spiritual or intellectual entities. In contrast, throughout its long history, Chinese thought has been nominalist - it has understood that even the most abstract terms are only labels, names for the diversity of things in the world. As a result, Chinese thinkers have rarely mistaken ideas for facts. Plato's legacy to European thought was a trio of capital letters - the Good, the Beautiful and the True. Wars have been fought and tyrannies established, cultures have been ravaged and peoples exterminated in the service of these abstractions. Europe owes much of its murderous history to errors of thinking engendered by the alphabet.",John Gray,Left
"The unalterable character with which Schopenhauer and sometimes Conrad believed all humans are born may not exist; but we cannot help looking within ourselves to account for what we do.  All we find are fragments, like memories of a novel we once read.",John Gray,Left
"Even the deepest contemplation only recalls us to our unreality.  Seeing that the self we take ourselves to be is illusory does not mean seeing through it to something else.  It is more like surrendering to a dream.  To see ourselves as figments is to awake, not to reality, but to a lucid dream, a false awakening that has no end.",John Gray,Left
We cannot be rid of illusions.  Illusion is our natural condition.  Why not accept it?,John Gray,Left
"It is sometimes asked why Western observers were so slow in recognising the truth about the Soviet Union. The reason is not that it was hard to come by. It was clear from hundreds of books by emigre survivors - and from statements by the Soviets themselves. But the facts were too uncomfortable for Western observers to admit. For the sake of their peace of mind they had to deny what they knew or suspected to be true. Like the Tasmanian aboriginals who could not see the tall ships that brought their end, these bien-pensants could not bring themselves to see that the pursuit of progress had ended in mass murder. ... What makes the twentieth century special is not the fact that it is littered with massacres. It is the scale of its killings and the fact that they were premeditated for the sake of vast projects of world improvement.",John Gray,Left
Today everyone knows that inequality is wrong.  A century ago everyone knew that gay sex was wrong.  The intuitions people have on moral questions are intensely felt.  They are also shallow and transient to the last degree.... Justice is an artefact of custom.  Where customs are unsettled its dictates soon become dated.  Ideas of justice are as timeless as fashion in hats.,John Gray,Left
"Freud taught that for any human being kindness or cruelty, having a sense of justice or lacking it, depend on the accidents of childhood. We all know this to be true, but it goes against much of what we say we believe. We cannot give up the pretence that being good is something anyone can achieve. If we did, we would have to admit that, like beauty and intelligence, goodness is a gift of fortune. We would have to accept that, in the parts of our lives where we are most attached to it, freedom of the will is an illusion.",John Gray,Left
Caring about your self as it will be in the future is no more reasonable than caring about the self you are now.,John Gray,Left
"In the Greek world in which Homer's songs were sung, it was taken for granted that everyone's life is ruled by fate and chance. For Homer, human life is a succession of contingencies: all good things are vulnerable to fortune. Socrates could not accept this archaic tragic vision. He believed that virtue and happiness were one and the same: nothing can harm a truly good man. So he re-envisioned the good to make it indestructible. Beyond the goods of human life - health, beauty, pleasure, friendship, life itself - there was a Good that surpassed them all. In Plato, this became the idea of the Form of the Good, the mystical fusion of all values into a harmonious spiritual whole - an idea later absorbed into the Christian conception of God. But the idea that ethics is concerned with a kind of value that is beyond contingency, that can somehow prevail over any kind of loss or misfortune, came from Socrates. It was he who invented 'morality'.",John Gray,Left
"Moral philosophy is very largely a branch of fiction.  Despite this, a philosopher has yet to write a great novel.  The fact should not be surprising.  In philosophy the truth about human life is of no interest.",John Gray,Left
"We are not authors of our lives; we are not even part-authors of the events that mark us most deeply. Nearly everything that is most important in our lives is unchosen. The time and place we are born, our parents, the first language we speak - these are chance, not choice. It is the casual drift of things that shapes our most fateful relationships. The life of each of us is a chapter of accidents.",John Gray,Left
"In Taoist thought, the good life comes spontaneously; but spontaneity is far from simply acting on the impulses that occur to us. In Western traditions such as Romanticism, spontaneity is linked with subjectivity. In Taoism it means acting dispassionately, on the basis of an objective view of the situation at hand. The common man cannot see things objectively, because his mind is clouded by anxiety about achieving his goals. Seeing clearly means not projecting our goals into the world; acting spontaneously means acting according to the needs of the situation. Western moralists will ask what is the purpose of such action, but for Taoists the good life has no purpose. It is like swimming in a whirlpool, responding to the currents as they come and go. 'I enter with the inflow, and emerge with the outflow, follow the Way of the water, and do not impose my selfishness upon it. This is how I stay afloat in it,' says the Chuang-Tzu. In this view, ethics is simply a practical skill, like fishing or swimming. The core of ethics is not choice or conscious awareness, but the knack of knowing what to do. It is a skill that comes with practice and an empty mind.",John Gray,Left
"Autonomy means acting on reasons I have chosen; but the lesson of cognitive science is that there is no self to do the choosing. We are far more like machines and wild animals than we imagine. But we cannot attain the amoral selflessness of wild animals, or the choiceless automatism of machines. Perhaps we can learn to live more lightly, less burdened by morality. We cannot return to a purely spontaneous existence. If humans differ from other animals, it is partly in the conflicts of their instincts. They crave security, but they are easily bored; they are peace-loving animals, but they have an itch for violence; they are drawn to thinking, but at the same time they hate and fear the unsettlement thinking brings. There is no way of life in which all these needs can be satisfied. Luckily, as the history of philosophy testifies, humans have a gift for self-deception, and thrive in ignorance of their natures.",John Gray,Left
"Today, for the mass of humanity, science and technology embody 'miracle, mystery, and authority'. Science promises that the most ancient human fantasies will at last be realized. Sickness and ageing will be abolished; scarcity and poverty will be no more; the species will become immortal. Like Christianity in the past, the modern cult of science lives on the hope of miracles. But to think that science can transform the human lot is to believe in magic. Time retorts to the illusions of humanism with the reality: frail, deranged, undelivered humanity. Even as it enables poverty to be diminished and sickness to be alleviated, science will be used to refine tyranny and perfect the art of war.",John Gray,Left
"The truth that Dostoevsky puts in the mouth of the Grand Inquisitor is that humankind has never sought freedom, and never will.  The secular religions of modern times tell us that humans yearn  to be free; and it is true that they find restraint of any kind irksome.  Yet it is rare that individuals value their freedom more than the comfort that comes with servility, and rarer still for whole peoples to do so.",John Gray,Left
"The needs that are met by tyrants are as real as those to which freedom answers; sometimes they are more urgent.  Tyrants promise security - and release from the tedium of everyday existence.  To be sure, this is only a confused fantasy.  The drab truth of tyranny is a life spent in waiting.  But the perennial romance of tyranny comes from its promising its subjects a life more interesting than any they can contrive for themselves.",John Gray,Left
"Atheists say they want a secular world, but a world defined by the absence of the Christians' god is still a Christian world.  Secularism is like chastity, a condition defined by what it denies.",John Gray,Left
"Christianity struck at the root of pagan tolerance of illusion. In claiming that there is only one true faith, it gave truth a supreme value it had not had before. It also made disbelief in the divine possible for the first time. The long-delayed consequence of Christian faith was an idolatry of truth that found its most complete expression in atheism. If we live in a world without gods, we have Christianity to thank for it.",John Gray,Left
"The practical effects of the Marxian-Federovian cult of technology were ruinous. Inspired by a materialist philosophy, the Soviet Union inflicted more far-reaching and lasting damage on the material environment than any regime in history. Green earth became desert, and pollution rose to life-threatening levels. No advantage to mankind was gained by the Soviet destruction of nature. Soviet citizens lived no longer than people in other countries - many of them a good deal less.",John Gray,Left
"The most pitiless warriors against drugs have always been militant progressives. In China, the most savage attack on drug use occurred when the country was convulsed by a modern western doctrine of universal emancipation — Maoism. It is no accident that the crusade against drugs is led today by a country wedded to the pursuit of happiness — the United States. For the corollary of that improbable quest is a puritan war on pleasure.",John Gray,Left
"Jesus promised the resurrection of the body, not an afterlife as a disembodied consciousness. Despite this, the followers of Jesus have always disparaged the flesh. Their belief that humans are marked off from the rest of creation by having an immortal soul has led them to disown the fate they share with other animals. They cannot reconcile their attachment to the body with their hope of immortality. When the two come into conflict it is always the flesh that is left behind.",John Gray,Left
"Anyone who truly wants to escape human solipsism should not seek out empty places. Instead of fleeing to the desert, where they will be thrown back into their own thoughts, they will do better to seek the company of other animals. A zoo is a better window from which to look out of the human world than a monastery.",John Gray,Left
"Progress is a fact.  Even so, faith in progress is a superstition. Science enables humans to satisfy their needs. It does nothing to change them. They are no different today from what they have always been. There is progress in knowledge, but not in ethics. This is the verdict both of science and history, and the view of every one of the world's religions. The growth of knowledge is real and - barring a worldwide catastrophe - it is now irreversible. Improvements in government and society are no less real, but they are temporary. Not only can they be lost, they are sure to be. History is not progress or decline, but recurring gain and loss. The advance of knowledge deludes us into thinking we are different from other animals, but our history shows that we are not.",John Gray,Left
"...we are approaching a time when, in Moravec's words, 'almost all humans work to amuse other humans.'  In rich countries, that time has already arrived.  The old industries have been exported to the developing world.  At home, new occupations have evolved, replacing those of the industrial era.  Many of them satisfy needs that in the past were repressed or disguised.  A thriving economy of psychotherapists, designer religions and spiritual boutiques has sprung up.  Beyond that, there is an enormous grey economy of illegal industries supplying drugs and sex.  The function of this new economy, legal and illegal, is to entertain and distract a population which - though it is busier than ever before - secretly suspects that it is useless.  Industrialisation created the working class.  Now it has made the working class obsolete.  Unless it is cut short by ecological collapse, it will eventually do the same to nearly everyone.",John Gray,Left
"Today the doses of madness that keep us sane are supplied by new technologies.  Anyone online has a limitless supply of virtual sex and violence.  But what will happen when we run out of new vices?  How will satiety and idleness be staved off when designer sex, drugs and violence no longer sell?  At that point, we may be sure, morality will come back into fashion.  We may not be far from a time when 'morality' is marketed as a new brand of transgression.",John Gray,Left
"Marx imagined the end of scarcity would bring the end of history. He could not bring himself to see that a world without scarcity had already been achieved - in the prehistoric societies that he and Engels lumped together as 'primitive communism'. Hunter-gatherers were less burdened by labour than the majority of mankind at any later stage, but their sparse communities were completely dependent on the Earth's bounty. Natural catastrophe could wipe them out at any time. Marx could not accept the constraint that was the price of the hunter-gatherers' freedom. Instead, animated by the faith that humans are destined to master the Earth, he insisted that freedom from labour could be achieved without any restraints on their desires. This was only the Brethren of the Free Spirit's apocalyptic fantasy returning as an Enlightenment utopia.",John Gray,Left
"In evolutionary prehistory, consciousness emerged as a side effect of language.  Today it is a by-product of the media.",John Gray,Left
"Theories of modernisation are cod-scientific projections of Enlightenment values. They tell us nothing about the future. But they do help us to understand the present. They show the lingering power of the Christian faith that history is a moral drama, a tale of progress or redemption, in which - despite everything we know of it - morality rules the world.",John Gray,Left
"A 'postmodern' organisation serving 'premodern' values, Al Qaeda has planted a question mark over the very idea of what it means to be modern.",John Gray,Left
A far smaller proportion of the population is in jail in Japan than in any Western country - around a twentieth of that in the United States. Evidently the Japanese have yet to embrace Western values.,John Gray,Left
"A high-tech Green utopia, in which a few humans live happily in balance with the rest of life, is scientifically feasible; but it is humanly unimaginable. If anything like it ever comes about, it will not be through the will of homo rapiens.",John Gray,Left
"As machines slip from human control they will do more than become conscious. They will become spiritual beings, whose inner life is no more limited by conscious thought than ours. Not only will they think and have emotions. They will develop the errors and illusions that go with self-awareness.",John Gray,Left
"Those who struggle to change the world see themselves as noble, even tragic figures. Yet most of those who work for world betterment are not rebels against the scheme of things. They seek consolation for a truth they are too weak to bear. At bottom, their faith that the world can be transformed by human will is a denial of their own mortality.",John Gray,Left
"Action preserves a sense of self-identity that reflection dispels. When we are at work in the world we have a seeming solidity. Action gives us consolation for our inexistence. It is not the idle dreamer who escapes from reality. It is practical men and women, who turn to a life of action as a refuge from insignificance.",John Gray,Left
"Nothing is more alien to the present age than idleness.  If we think of resting from our labours, it is only in order to return to them.  In thinking so highly of work we are aberrant.  Few other cultures have ever done so.  For nearly all of history and all prehistory, work was an indignity.",John Gray,Left
"For the ancients, unending labour was the mark of a slave. The labours of Sisyphus are a punishment. In working for progress we submit to a labour no less servile.",John Gray,Left
"Gamblers wager for the sake of playing.  Among those who fish for pleasure, the best fisherman is not the one who catches the most fish but the one who enjoys fishing the most.  The point of playing is that the play has no point.",John Gray,Left
"Through fasting, concentration and prayer, mystics shut out the shifting world of the senses in order to reach a timeless reality. Quite often they find what they seek - but it is only a shadow play, an arabesque of their own anxieties, projected onto an inner screen. They end as they began, stuck fast in the personal time of memory and regret.",John Gray,Left
"In modern times, the immortal longings of the mystics are expressed in a cult of incessant activity.  Infinite progress . . . infinite tedium.  What could be more dreary than the perfection of mankind?  The idea of progress is only the longing for immortality given a techno-futurist twist.  Sanity is not found here, nor in the moth-eaten eternities of the mystics.  Other animals do not pine for a deathless life.  They are already in it.  Even a caged tiger passes its life half out of time.  Humans cannot enter that never-ending moment.  They can find a respite from time when - like Odysseus, who refused Calypso's offer of everlasting life on an enchanted island so he could return to his beloved home - they no longer dream of immortality.",John Gray,Left
"Other animals do not need a purpose in life.  A contradiction to itself, the human animal cannot do without one.  Can we not think of the aim of life as being simply to see?",John Gray,Left
"The belief that torture is always wrong is a prejudice inherited from an obsolete philosophy. We need to shed the belief that human rights are violated when a terrorist is tortured. As Rawls and others have shown, basic freedoms must form a coherent whole. Self-evidently, there can be no right to attack basic human rights. Therefore, once the proper legal procedures are in place, torturing terrorists cannot violate their rights. In fact, in a truly liberal society, terrorists have an inalienable right to be tortured.This is what demonstrates the moral superiority of liberal societies over others, past and present. Other societies have degraded terrorists by subjecting them to lawless and unaccountable power. In the new world that is taking shape, terrorists, although they themselves degrade human rights by practising terrorism, will be afforded the full dignity of due legal process, even while being tortured.",John Gray,Left
"Human rights are not just cultural or legal constructions, as fashionable western relativists are fond of claiming. They are universal values. To deny the benefits of the new regime of rights to other cultures is to patronise them in a way that is reminiscent of the colonial era. If the new regime on torture is good enough for the US, who can say that it is not good for everyone?",John Gray,Left
"If we are to put interrogators to work in defence of liberal values, their role in the community must receive proper recognition. They will require intensive counselling to overcome the inevitable traumas that this difficult work involves. They must be enabled to see themselves as dedicated workers in the cause of progress. Psychotherapy must be available to help them avoid the negative self-image from which some torturers have suffered in the past.",John Gray,Left
"In thinking of history in this [progressive & eschatological] way Islam shares common ground with Christianity and with the secular creeds of the modern West. It is misleading to represent Islam and ‘the West’ as forming civilisations that have nothing in common. Christianity and Islam are integral parts of western monotheism, and as such they share a view of history that marks them off from the rest of the world. Both are militant faiths that seek to convert all humankind. Other religions have been implicated in twentieth-century violence—the state cult of Shintō in Japan during the militarist period and Hindu nationalism in contemporary India, for example. But only Christianity and Islam have engendered movements that are committed to the systematic use of force to achieve universal goals.",John Gray,Left
"Contemporary liberals think of rights as universal human attributes that can be respected anywhere, but here they show a characteristic disregard of history. Current understandings of human rights developed along with the modern nation-state. It was the nation-state that emancipated individuals from the communal ties of medieval times and created freedom as it has come to be known in the modern world. This was not done without enormous conflict and severe costs. Large-scale violence was an integral feature of the process. If the US became a modern nation only after a civil war, France did so only after the Napoleonic wars and Germany after two world wars and the Cold War. In Africa and the Balkans the struggle for nationhood has run in parallel with ethnic cleansing, while the welding of China into a nation that is underway today involves the suppression of Muslim minorities and something not far from genocide in Tibet.",John Gray,Left
"Hobbes’s understanding of the dangers of anarchy resonates powerfully today. Liberal thinkers still see the unchecked power of the state as the chief danger to human freedom. Hobbes knew better: freedom’s worst enemy is anarchy, which is at its most destructive when it is a battleground of rival faiths. The sectarian death squads roaming Baghdad show that fundamentalism is itself a type of anarchy in which each prophet claims divine authority to rule. In well-governed societies, the power of faith is curbed. The state and the churches temper the claims of revelation and enforce peace. Where this kind is impossible, tyranny is better than being ruled by warring prophets. Hobbes is a more reliable guide to the present than the liberal thinkers who followed. Yet his view of human beings was too simple, and overly rationalistic. Assuming that humans dread violent death more than anything, he left out the most intractable sources of conflict. It is not always because human beings act irrationally that they fail to achieve peace. Sometimes it is because they do not want peace. They may want the victory of the One True Faith – whether a traditional religion or a secular successor such as communism, democracy or universal human rights. Or – like the young people who joined far-Left terrorist groups in the 1970s, another generation of which is now joining Islamist networks – they may find in war a purpose that is lacking in peace. Nothing is more human than the readiness to kill and die in order to secure a meaning in life.",John Gray,Left
"While it is much preferable to anarchy, government cannot abolish the evils of the human condition. At any time the state is only one of the forces that shape human behaviour, and its power is never absolute. At present, fundamentalist religion and organized crime, ethnic-national allegiances and market forces all have the ability to elude the control of government, sometimes to overthrow or capture it. States are at the mercy of events as much as any other human institution, and over the longer course of history all of them fail. As Spinoza recognized, there is no reason to think the cycle of order and anarchy will ever end. Secular thinkers find this view of human affairs dispiriting, and most have retreated to some version of the Christian view in which history is a narrative of redemption. The most common of these narratives are theories of progress, in which the growth of knowledge enables humanity to advance and improve its condition. Actually, humanity cannot advance or retreat, for humanity cannot act: there is no collective entity with intentions or purposes, only ephemeral struggling animals each with its own passions and illusions. The growth of scientific knowledge cannot alter this fact. Believers in progress – whether social democrats or neo-conservatives, Marxists, anarchists or technocratic Positivists – think of ethics and politics as being like science, with each step forward enabling further advances in future. Improvement in society is cumulative, they believe, so that the elimination of one evil can be followed by the removal of others in an open-ended process. But human affairs show no sign of being additive in this way: what is gained can always be lost, sometimes –as with the return of torture as an accepted technique in war and government – in the blink of an eye. Human knowledge tends to increase, but humans do not become any more civilized as a result. They remain prone to every kind of barbarism, and while the growth of knowledge allows them to improve their material conditions, it also increases the savagery of their conflicts.",John Gray,Left
"Darwinist thinkers such as Richard Dawkins and Daniel Dennett are militant opponents of Christianity.5 Yet their atheism and humanism are versions of Christian concepts. As a defender of Darwinism, Dawkins is committed to the view that humans are like other animal species in being ‘gene machines’ ruled by the laws of natural selection. He asserts nevertheless that humans, uniquely, can defy these natural laws: ‘We, alone on earth, can rebel against the tyranny of the selfish replicators.’ In affirming human uniqueness in this way, Dawkins relies on a Christian world-view.",John Gray,Left
"Talk of secularism is meaningful when it refers to the weakness of traditional religious belief or the lack of power of churches and other religious bodies. That is what is meant when we say Britain is a more secular country than the United States, and in this sense secularism is an achievable condition. But if it means a type of society in which religion is absent, secularism is a kind of contradiction, for it is defined by what it excludes. Post-Christian secular societies are formed by the beliefs they reject, whereas a society that had truly left Christianity behind would lack the concepts that shaped secular thought.",John Gray,Left
,John Gray,Left
"The mass political movements of the 20th century were vehicles for myths inherited from religion, and it is no accident that religion is reviving now that these movements have collapsed.",John Gray,Left
