Quotes,Author,Political Orientation
"Diogenes … refuses to be taken in by complacent popular belief that we already know human goodness from our daily experience, or by confident professorial claims that we can capture the mystery of our humanity in ­definitions. But mocking or not, and perhaps speaking better than he knew, Diogenes gave elegantly simple expression to the humanist quest for self-knowledge: I seek the human being — my human being, your human being, our humanity. In fact, the embellished version of Diogenes' question comes to the same thing: To seek an honest man is, at once, to seek a human being worthy of the name, an honest-to-goodness exemplar of the idea of humanity, a truthful and truth-speaking embodiment of the animal having the power of articulate speech.",Leon Kass,Moderate
"[Medical] science was indeed powerful, but its self-understanding left much to be desired. It knew the human parts in ever-finer detail, but it concerned itself little with the human whole.  … The art of healing does not inquire into what health is, or how to get and keep it: The word ""health"" does not occur in the index of the leading textbooks of medicine. To judge from the way we measure medical progress, largely in terms of mortality ­statistics and defeats of deadly diseases, one gets the unsettling impression that the tacit goal of medicine is not health but rather bodily immortality, with every death today regarded as a tragedy that future medical research will prevent.",Leon Kass,Moderate
"According to Lewis, the dehumanization threatened by the mastery of nature has, at its deepest cause, less the emerging biotechnologies that might directly denature bodies and flatten souls, and more the underlying value-neutral, soulless, and heartless accounts that science proffers of living nature and of man. By expunging from its account of life any notion of soul, aspiration, and purpose, and by setting itself against the evidence of our lived experience, modern biology ultimately undermines our self-understanding as creatures of freedom and dignity, as well as our inherited teachings regarding how to live — teachings linked to philosophical anthropologies that science has now seemingly dethroned.",Leon Kass,Moderate
"I turned to [Aristotle's] De Anima (On Soul), expecting to get help with understanding the difference between a living human being and its corpse, relevant for the difficult task of determining whether some persons on a respirator are alive or dead. I discovered to my amazement that Aristotle has almost no interest in the difference between the living and the dead. Instead, one learns most about life and soul not, as we moderns might suspect, from the boundary conditions when an organism comes into being or passes away, but rather when the organism is at its peak, its capacious body actively at work in energetic relation to—that is, in ""souling""—the world: in the activities of sensing, imagining, desiring, moving, and thinking. Even more surprising, in place of our dualistic ideas of soul as either a ""ghost in the machine,"" invoked by some in order to save the notion of free will, or as a separate immortal entity that departs the body at the  time of death, invoked by others to address the disturbing fact of apparent personal extinction, Aristotle offers a powerful and still defensible holistic idea of soul as the empowered and empowering ""form of a naturally organic body."" ""Soul"" names the unified powers of aliveness, awareness, action, and appetite that living beings all manifest.This is not mysticism or superstition, but biological fact, albeit one that, against current prejudice, recognizes the difference between mere material and its empowering form. Consider, for example, the eye. The eye's power of sight, though it ""resides in"" and is inseparable from material, is not itself material. Its light-absorbing chemicals do not see the light they absorb. Like any organ, the eye has extension, takes up space, can be touched and grasped by the hand. But neither the power of the eye — sight — nor sight's activity — seeing — is extended, ­touchable, ­corporeal. Sight and seeing are powers and activities of soul, relying on the underlying materials but not reducible to them. Moreover, sight and seeing are not knowable through our objectified science, but only through lived experience. A blind neuroscientist could give precise quantitative details regarding electrical discharges in the eye produced by the stimulus of light, and a blind craftsman could with instruction fashion a good material model of the eye; but sight and seeing can be known only by one who sees.",Leon Kass,Moderate
"For most Americans, ethical matters are usually discussed either in utilitarian terms of weighing competing goods or balancing benefits and harms, looking to the greatest good for the greatest number, or in moralist terms of rules, rights and duties, ""thou shalts"" and ""thou shalt nots."" Our public ethical discourse is largely negative and ""other-directed"": We focus on condemning and avoiding misconduct by, or on correcting and preventing injustice to, other people, not on elevating or improving ourselves. How liberating and encouraging, then, to encounter an ethics focused on the question, ""How to live?"" and that situates what we call the moral life in the larger context of human ­flourishing. How eye-opening are arguments that suggest that happiness is not a state of passive feeling but a life of fulfilling activity, and especially of the unimpeded and excellent activity of our specifically human powers—of acting and making, of thinking and  learning, of loving and befriending. How illuminating it is to see the ethical life discussed not in terms of benefits and harms or rules of right and wrong, but in terms of character, and to understand that good character, formed through habituation, is more than holding right opinions or having ""good values,"" but is a binding up of heart and mind that both frees us from enslaving passions and frees us for fine and beautiful deeds. How encouraging it is to read an account of human life—the only such account in our philosophical tradition—that speaks at length and profoundly about friendship, culminating in the claim that the most fulfilling form of friendship is the sharing of speeches and thoughts.",Leon Kass,Moderate
"Perhaps the most remarkable feature of Aristotle's teaching concerns the goals of ethical conduct. Unlike the moralists, Aristotle does not say that morality is a thing of absolute worth or that the virtuous person acts in order to adhere to a moral rule or universalizable maxim. And unlike the utilitarians, he does not say morality is good because it contributes to civic peace or to private gain and reputation. Instead, Aristotle says over and over again that the ethically excellent human being acts for the sake of the noble, for the sake of the beautiful. The human being of fine character seeks to display his own fineness in word and in deed, to show the harmony of his soul in action and the rightness of his choice in the doing of graceful and gracious deeds. The beauty of his action has less to do with the cause that his action will serve or the additional benefits that will accrue to himself or another — though there usually will be such benefits. It has, rather, everything to do with showing forth in action the beautiful soul at work, exactly as a fine dancer dances for the sake of dancing finely. As the ballerina both exploits and resists the downward pull of gravity to rise freely and gracefully above it, so the person of ethical virtue exploits and elevates the necessities of our embodied existence to act freely and gracefully above them. Fine conduct is the beautiful and intrinsically fulfilling being-at-work of the harmonious or excellent soul.",Leon Kass,Moderate
"With his attractive picture of human flourishing, Aristotle offers lasting refuge against the seas of moral relativism. Taking us on a tour of the museum of the virtues — from courage and moderation, through liberality, magnificence, greatness of soul, ambition, and gentleness, to the social virtues of friendliness, truthfulness, and wit — and displaying each of their portraits as a mean between two corresponding vices, ­Aristotle gives us direct and immediate experience in seeing the humanly beautiful. Anyone who cannot see that courage is more beautiful than cowardice or rashness, or that liberality is more beautiful than miserliness or prodigality, suffers, one might say, from the moral equivalent of color-blindness.",Leon Kass,Moderate
"To act nobly, a noble heart is not enough. It needs help from a sharp mind. Though the beginnings of ethical virtue lie in habituation, starting in our youth, and though the core of moral virtue is the right-shaping of our loves and hates, by means of praise and blame, reward and punishment, the perfection of character finally requires a certain perfection of the mind.",Leon Kass,Moderate
"Prudence is … more than mere shrewdness. If not tied down to the noble and just ends that one has been habituated to love, the soul's native power of cleverness can lead to the utmost knavery.",Leon Kass,Moderate
"I have discovered in the Hebrew Bible teachings of righteousness, humaneness, and human dignity—at the source of my parents' teachings of mentschlichkeit—undreamt of in my prior philosophizing. In the idea that human beings are equally God-like, equally created in the image of the divine, I have seen the core principle of a humanistic and democratic politics, respectful of each and every human being, and a necessary correction to the uninstructed human penchant for worshiping brute nature or venerating mighty or clever men. In the Sabbath injunction to desist regularly from work and the flux of getting and spending, I have discovered an invitation to each human being, no matter how lowly, to step outside of time, in imitatio Dei, to contemplate the beauty of the world and to feel gratitude for its—and our—existence. In the injunction to honor your father and your mother, I have seen the foundation of a dignified family life, for each of us  the nursery of our humanization and the first vehicle of cultural transmission. I have satisfied myself that there is no conflict between the Bible, rightly read, and modern science, and that the account of creation in the first chapter of Genesis offers ""not words of information but words of appreciation,"" as Abraham Joshua Heschel put it: ""not a description of how the world came into being but a song about the glory of the world's having come into being""—the recognition of which glory, I would add, is ample proof of the text's claim that we human beings stand highest among the creatures. And thanks to my Biblical studies, I have been moved to new attitudes of gratitude, awe, and attention. For just as the world as created is a world summoned into existence under command, so to be a human being in that world—to be a mentsch—is to live in search of our ­summons. It is to recognize that we are here not by choice or on account of merit, but  as an undeserved gift from powers not at our disposal. It is to feel the need to justify that gift, to make something out of our indebtedness for the opportunity of existence. It is to stand in the world not only in awe of its and our existence but under an obligation to answer a call to a worthy life, a life that does honor to the special powers and possibilities—the divine-likeness—with which our otherwise animal existence has been, no thanks to us, endowed.",Leon Kass,Moderate
Sports is to war as pornography is to sex.,Jonathan Haidt,Moderate
"The lesson Buddha and Marcus Aurelius had taught centuries earlier: ""Nothing is miserable unless you think it so; and on the other hand, nothing brings happiness unless you are content with it"".",Jonathan Haidt,Moderate
"Gossip and reputation make sure that what comes around - a person who is cruel will find that the others are cruel back to him, and a person who is kind will find others are kind in return. Gossip paired with reciprocity allow karma to work here on earth, not in the next life. As long as everyone plays tit-for-tat augmented by gratitude, vengeance, and gossip, the whole system should work beautifully.",Jonathan Haidt,Moderate
Anyone who values truth should stop worshipping reason.,Jonathan Haidt,Moderate
"If you think that moral reasoning is something we do to figure out the truth, you’ll be constantly frustrated by how foolish, biased, and illogical people become when they disagree with you.",Jonathan Haidt,Moderate
Morality binds and blinds. It binds us into ideological teams that fight each other as though the fate of the world depended on our side winning each battle. It blinds us to the fact that each team is composed of good people who have something important to say.,Jonathan Haidt,Moderate
"Science is a smorgasbord, and Google will guide you to the study that's right for you.",Jonathan Haidt,Moderate
"And so, uh, uh, a wonderful book, um, American Grace by, uh, Putnam and Campbell, um, uh, is the ultimate authority on this. What they find is that, um, it doesn’t matter what religion you are, and it doesn’t matter what you believe, if you are part of a religious community, then on average, you’re a better citizen, you give more to charity. Religion does bring out the good in people. Now, secular people can be perfectly good, too, but on average, they give less and they give less of their time. So, I’d like to think that I simply, as a secular atheist scientist, followed the evidence, and it showed me that I was wrong in thinking that religion was evil.",Jonathan Haidt,Moderate
"I know this is the question period, but there’s a quote here which is just so relevant. I hope I can — I hope I can read it. It’s from an article by, uh, Yossi Klein Halevi on Pesach Jews versus Purim Jews. So he talks about these — there’s these two threads, these two strands among — among — among Jews in — actually, there’s more in Israel. But it’s here, too. So he — I just love this, and it fits so well with — with — with The Righteous Mind. He says, uh, Jewish history speaks to our generation in the voice of two Biblical commands to remember.",Jonathan Haidt,Moderate
"So, we’ve reached the state that George Will described. He said there’s a certain kind of liberal that wants diversity in everything, except thought. And so, we do need certain kinds of diversity. But the key to remember is that, diversity by its very nature is divisive, and so, what’s the function of your group? If your group needs cohesion, you don’t want diversity. If your group needs good, clear thinking and you want people to challenge your prejudices, then you need it. So in the academic world, we need that kind of diversity, and we don’t have it.",Jonathan Haidt,Moderate
"I think we went through — in America, at least, we went through a period in the ’60s and ’70s when the education establishment became extremely liberal, and part of that is a flirtation with relativism. And a resistance — it’s horrible to think of — of adults telling kids what’s right and wrong. What a terrible thing. That’s oppression. And so we created these sort of value-free spaces, which conveys a value, which is that there’s no right or wrong, everyone decides for themselves. Uh, everyone’s opinion is equal. You should say your opinion and then you get a lot of incivility. What I would like to see is a revamped civics curriculum where we teach very explicitly the long tradition of left-right. Um, we teach what each side is. You can’t say right about it, that’s my language. But, um, you teach what each side is concerned about. You know, very much like the line here. Uh, both are essential. One without the other creates an unbalanced American civic order.",Jonathan Haidt,Moderate
The great thing about partisanship is you don't have to spend time understanding the issues to know what side you're on.,Ian Bremmer,Moderate
Money talks: financing the periphery buys Berlin a leading role recasting the eurozone governance framework. The recent ‘six pack’ of legislative reforms hints at what’s to come: institutionalized fiscal discipline and an excessive imbalances procedure that protects against future moral hazard. The whole eurozone will tilt toward the German surplus model as we get more fiscal integration and more German leverage.,Ian Bremmer,Moderate
"In China, the state controls the corporations, whereas in the United States, the corporations control the state.",Ian Bremmer,Moderate
"The G-Zero isn't aspirational, it's analytic. Unfortunately, it's also where we are.",Ian Bremmer,Moderate
Up until now Washington has worried that terrorists will become hackers. Perhaps we all should worry that hackers will become terrorists.,Ian Bremmer,Moderate
Authoritarian governments are now trying to ensure that the increasingly free flow of ideas and information through cyberspace fuels their economies without threatening their political power.,Ian Bremmer,Moderate
It's very clear to me–you do not want corporations captured by states. Equally you do not want states captured by corporations.,Ian Bremmer,Moderate
"I believe that if you go and ask a chief executive of a Goldman Sachs or a BP, and they answer you honestly...they want monopolies, they want government subsidies, they want preferences – they're not interested in free markets.""",Ian Bremmer,Moderate
"Everyone's talked about Bank of America and Citigroup and the rest being too big to fail, but no, no, no.  The most important point...is that the US must be perceived to be too big to fail.",Ian Bremmer,Moderate
"It's not a third way between state capitalism and free markets, it is the free market way. Multi-national corporations should be the principal actors, but they should be properly regulated.",Ian Bremmer,Moderate
"In the last 21 months, if you've learnt anything, it's that the state is back. If the free market fails, it's not because it's been defeated by state capitalism; the only people that can defeat the free market is us, we're the only ones who can destroy it.",Ian Bremmer,Moderate
"When you're leaving your teenage kids alone, probably a good idea to let them know you're going to be checking in on them occasionally. I suspect Greenspan missed that part.",Ian Bremmer,Moderate
"State capitalism is about more than emergency government spending, implementation of more intelligent regulation, or a stronger social safety net. It’s about state dominance of economic activity for political gain.",Ian Bremmer,Moderate
"The great thing about the U.S. economy right now is that we are the smart kids in the stupid-kid class. America has fiscal problems and gridlock issues and polarity and partisanship in Congress -- and yet, compared to Japan and Europe, the U.S. looks great.",Ian Bremmer,Moderate
"The free market tide has now receded.  In its place has come state capitalism, a system in which the state functions as the leading economic actor and uses markets primarily for political gain.",Ian Bremmer,Moderate
"New York used to be the financial capital of the world. It's no longer even the financial capital of the U.S. For the moment, Washington is.",Ian Bremmer,Moderate
"India and China offer intriguing mirror images. Modern India has long been open politically and, until recently, closed economically. Modern China has opened economically, but remains politically closed. The comparison reveals that, while politics and economics can never fully be separated, political openness is a better guarantor of long-term stability than economic openness.",Ian Bremmer,Moderate
The developed world should neither shelter nor militarily destabilize authoritarian regimes—unless those regimes represent an imminent threat to the national security of other states. Developed states should instead work to create the conditions most favorable for a closed regime’s safe passage through the least stable segment of the J curve—however and whenever the slide toward instability comes. And developed states should minimize the risk these states pose the rest of the world as their transition toward modernity begins.,Ian Bremmer,Moderate
An emerging market is a country where politics matters at least as much as economics to the market.,Ian Bremmer,Moderate
"Political scientists don't work at banks—which is a problem. As political issues become more important for the markets, analysts at banks are asked all sorts of questions they don't have the ability to answer. And if you're getting paid to answer questions—as analysts at banks are—you never want to be in the position of saying you don't know.",Ian Bremmer,Moderate
"Only if you give the Palestinians something to lose is there a hope that they will agree to moderate their demands.… I believe that as soon as Ahmed has a seat in the bus, he will limit his demands.",Thomas Friedman,Moderate
"After two years of traveling almost exclusively to Western Europe and the Middle East, Poland feels like a geopolitical spa. I visited here for just three days and got two years of anti-American bruises massaged out of me. Get this: people here actually tell you they like America -- without whispering. What has gotten into these people? Have all their subscriptions to Le Monde Diplomatique expired? Haven't they gotten the word from Berlin and Paris? No, they haven't. In fact, Poland is the antidote to European anti-Americanism. Poland is to France what Advil is to a pain in the neck. Or as Michael Mandelbaum, the Johns Hopkins foreign affairs specialist, remarked after visiting Poland: ""Poland is the most pro-American country in the world -- including the United States.""",Thomas Friedman,Moderate
"Sooner or later, Mr. Bush argued, sanctions would force Mr. Hussein's generals to bring him down, and then Washington would have the best of all worlds: an iron-fisted Iraqi junta without Saddam Hussein.",Thomas Friedman,Moderate
"The hidden hand of the market will never work without a hidden fist. McDonald's cannot flourish without McDonnell Douglas, the designer of the F-15. And the hidden fist that keeps the world safe for Silicon Valley's technologies to flourish is called the US Army, Air Force, Navy and Marine Corps.",Thomas Friedman,Moderate
"The Golden Straitjacket is the defining political-economic garment of globalization. […] The tighter you wear it, the more gold it produces.",Thomas Friedman,Moderate
The historical debate is over. The answer is free-market capitalism.,Thomas Friedman,Moderate
"We need to send the message that anyone who orders suicide bombings against Americans, or protects those who do, commits suicide himself. And U.S. marines will search every cave in Afghanistan to make that principle stick. You order, you die — absolutely, positively, you die.",Thomas Friedman,Moderate
"Reading Europe's press, it is really reassuring to see how warmly Europeans have embraced President Bush's formulation that an ""axis of evil"" threatens world peace. There's only one small problem. President Bush thinks the axis of evil is Iran, Iraq and North Korea, and the Europeans think it's Donald Rumsfeld, Dick Cheney and Condi Rice.",Thomas Friedman,Moderate
"You win the presidency by connecting with the American people's gut insecurities and aspirations. You win with a concept. The concept I'd argue for is ""neoliberalism."" More Americans today are natural neolibs, than neocons. Neoliberals believe in a muscular foreign policy and a credible defense budget, but also a prudent fiscal policy that balances taxes, deficit reduction and government services.",Thomas Friedman,Moderate
"We needed to go over there, basically, and take out a very big stick right in the heart of that world and burst that bubble.… What they [Muslims] needed to see was American boys and girls going house to house from Basra to Baghdad and basically saying ""Which part of this sentence don't you understand? You don't think we care about our open society? You think this bubble fantasy, we're just going to let it grow? Well, suck on this!"" That, Charlie, is what this war was about. We could have hit Saudi Arabia! It was part of that bubble. We could have hit Pakistan. We hit Iraq because we could.",Thomas Friedman,Moderate
"Now we've entered Globalization 3.0, and it is shrinking the world from size small to a size tiny.",Thomas Friedman,Moderate
"I was speaking out in Minnesota — my hometown, in fact — and a guy stood up in the audience, said, ""Mr. Friedman, is there any free trade agreement you’d oppose?"" I said, ""No, absolutely not."" I said, ""You know what, sir? I wrote a column supporting the CAFTA, the Caribbean Free Trade initiative. I didn’t even know what was in it. I just knew two words: free trade.""",Thomas Friedman,Moderate
"The first rule of holes is when you’re in one, stop digging. When you’re in three, bring a lot of shovels.",Thomas Friedman,Moderate
"One-party autocracy certainly has its drawbacks. But when it is led by a reasonably enlightened group of people, as China is today, it can also have great advantages. That one party can just impose the politically difficult but critically important policies needed to move a society forward in the 21st century.",Thomas Friedman,Moderate
The only engine big enough to impact Mother Nature is Father Greed.,Thomas Friedman,Moderate
Israel should really reflect on what's going on in Egypt. It does not want to be the Hosni Mubarak of the peace process.,Thomas Friedman,Moderate
"You really do have to wonder whether a few years from now we’ll look back at the first decade of the 21st century—when food prices spiked, energy prices soared, world population surged, tornados plowed through cities, floods and droughts set records, populations were displaced and governments were threatened by the confluence of it all—and ask ourselves: What were we thinking? How did we not panic when the evidence was so obvious that we’d crossed some growth/climate/natural resource/population redlines all at once?",Thomas Friedman,Moderate
"The next six months in Iraq — which will determine the prospects for democracy-building there — are the most important six months in U.S. foreign policy in a long, long time.",Thomas Friedman,Moderate
"What I absolutely don't understand is just at the moment when we finally have a UN-approved Iraqi-caretaker government made up of — I know a lot of these guys — reasonably decent people and more than reasonably decent people, everyone wants to declare it's over. I don't get it. It might be over in a week, it might be over in a month, it might be over in six months, but what's the rush? Can we let this play out, please?",Thomas Friedman,Moderate
"What we're gonna find out, Bob, in the next six to nine months is whether we have liberated a country or uncorked a civil war.",Thomas Friedman,Moderate
Improv time is over. This is crunch time. Iraq will be won or lost in the next few months. But it won't be won with high rhetoric. It will be won on the ground in a war over the last mile.,Thomas Friedman,Moderate
"That will become clear in the next few months as we see just what kind of minority the Sunnis in Iraq intend to be. If they come around, a decent outcome in Iraq is still possible, and we should stay to help build it. If they won't, then we are wasting our time. We should arm the Shiites and Kurds and leave the Sunnis of Iraq to reap the wind.",Thomas Friedman,Moderate
"I think we're in the end-game now…. I think we're in a six-month window here where it's going to become very clear and this is all going to pre-empt, I think, the next congressional election — that's my own feeling — let alone the presidential one.",Thomas Friedman,Moderate
"The only thing I am certain of is that in the wake of this election, Iraq will be what Iraqis make of it — and the next six months will tell us a lot. I remain guardedly hopeful.",Thomas Friedman,Moderate
"We've teed up this situation for Iraqis, and I think the next six months really are going to determine whether this country is going to collapse into three parts or more or whether it's going to come together.",Thomas Friedman,Moderate
"We're at the beginning of, I think, the decisive, I would say, six months in Iraq, OK, because I feel like this election — you know, I felt from the beginning Iraq was going to be ultimately, Charlie, what Iraqis make of it.",Thomas Friedman,Moderate
"I think that we're going to know after six to nine months whether this project has any chance of succeeding. In which case, I think the American people as a whole will want to play it out or whether it really is a fool's errand.",Thomas Friedman,Moderate
"I think we're in the end game there, in the next three to six months, Bob. We've got for the first time an Iraqi government elected on the basis of an Iraqi constitution. Either they're going to produce the kind of inclusive consensual government that we aspire to in the near term, in which case America will stick with it, or they're not, in which case I think the bottom's going to fall out.",Thomas Friedman,Moderate
I think we are in the end game. The next six to nine months are going to tell whether we can produce a decent outcome in Iraq.,Thomas Friedman,Moderate
"Can Iraqis get this government together? If they do, I think the American public will continue to want to support the effort there to try to produce a decent, stable Iraq. But if they don't, then I think the bottom is going to fall out of public support here for the whole Iraq endeavor. So one way or another, I think we're in the end game in the sense it's going to be decided in the next weeks or months whether there's an Iraq there worth investing in. And that is something only Iraqis can tell us.",Thomas Friedman,Moderate
"Well, I think that we're going to find out, Chris, in the next year to six months — probably sooner — whether a decent outcome is possible there, and I think we're going to have to just let this play out.",Thomas Friedman,Moderate
"Morale in an organization does not mean that ""people get along together""; the test is performance not conformance.",Peter Drucker,Moderate
"Large organizations cannot be versatile.  A large organization is effective through its mass rather than through its agility.  Fleas can jump many times their own height, but not an elephant.",Peter Drucker,Moderate
"The world economy is not yet a community--not even an economic community...Yet the existence of the ""global shopping center"" is a fact that cannot be undone.  The vision of an economy for all will not be forgotten again.",Peter Drucker,Moderate
"If ""socialism"" is defined as ""ownership of the means of production""--and this is both the orthodox and the only rigorous definition--then the United States is the first truly Socialist country.",Peter Drucker,Moderate
"Whenever anything is being accomplished, it is being done, I have learned, by a monomaniac with a mission.",Peter Drucker,Moderate
"Few companies that installed computers to reduce the employment of clerks have realized their expectations; most computer users have found that they now need more, and more expensive clerks, even though they call them ""operators"" or ""programmers.",Peter Drucker,Moderate
"All economic activity is by definition ""high risk.""  And defending yesterday--that is, not innovating--is far more risky than making tomorrow.",Peter Drucker,Moderate
"Ideas are somewhat like babies--they are born small, immature, and shapeless.  They are promise rather than fulfillment.  In the innovative company executives do not say, ""This is a damn-fool idea.""  Instead they ask, ""What would be needed to make this embryonic, half-baked, foolish idea into something that makes sense, that is an opportunity for us?""",Peter Drucker,Moderate
"The citizen of today in every developed country is typically an employee. He works for one of the institutions. He looks to them for his livelihood. He looks to them for his opportunities. He looks to them for access to status and function in society, as well as for personal fulfillment and achievement.",Peter Drucker,Moderate
p. 4,Peter Drucker,Moderate
Without institution there is no management. But without management there is no institution.,Peter Drucker,Moderate
We will have to learn to lead people rather then to contain them.,Peter Drucker,Moderate
A primary task of management in the developed countries in the decades ahead will be to make knowledge productive.,Peter Drucker,Moderate
A management decision is irresponsible if it risks disaster this year for the sake of a grandiose future.,Peter Drucker,Moderate
The only thing we know about the future is that it is going to be different.,Peter Drucker,Moderate
"The prevailing economic theory of business enterprise and behavior, the maximization of profit—which is simply a complicated way of phrasing the old saw of buying cheap and selling dear—may adequately explain how Richard Sears operated. But it cannot explain how Sears, Roebuck or any other business enterprise operates, nor how it should operate. The concept of profit maximization is, in fact, meaningless.",Peter Drucker,Moderate
Profit is not a cause but a result-,Peter Drucker,Moderate
Success always obsoletes the very behavior that achieved it.,Peter Drucker,Moderate
The basic definition of the business and of its purpose and mission have to be translated into objectives.,Peter Drucker,Moderate
It is better to pick the wrong priority than none at all.,Peter Drucker,Moderate
Decisions exist only in the present.,Peter Drucker,Moderate
The fault is in the system and not in the men.,Peter Drucker,Moderate
"A success that has outlived its usefulness may, in the end, be more damaging than failure.",Peter Drucker,Moderate
One cannot hire a hand; the whole man always comes with it.,Peter Drucker,Moderate
"Frederick W. Taylor was the first man in recorded history who deemed work deserving of systematic observation and study. On Taylor's 'scientific management' rests, above all, the tremendous surge of affluence in the last seventy-five years which has lifted the working masses in the developed countries well above any level recorded before, even for the well-to-do. Taylor, though the Isaac Newton (or perhaps the Archimedes) of the science of work, laid only first foundations, however. Not much has been added to them since – even though he has been dead all of sixty years.",Peter Drucker,Moderate
"As with every phenomenon of the objective universe, the first step toward understanding work is to analyze it.",Peter Drucker,Moderate
"""Loafing"" is easy, but ""leisure"" is difficult.",Peter Drucker,Moderate
The first step toward making the worker achieving is to make work productive.,Peter Drucker,Moderate
"When Henry Ford said, ""The customer can have a car in any color as long as it's black,"" he was not joking.",Peter Drucker,Moderate
"A tool is not necessarily better because it is bigger. A tool is best if it does the job required with a minimum of effort, with a minimum of complexity, and with a minimum of power.",Peter Drucker,Moderate
"An employer has no business with a man's personality. Employment is a specific contract calling for a specific performance... Any attempt to go beyond that is usurpation.  It is immoral as well as an illegal intrusion of privacy.  It is abuse of power.  An employee owes no ""loyalty,"" he owes no ""love"" and no ""attitudes""--he owes performance and nothing else. .... The task is not to change personality, but to enable a person to achieve and to perform.",Peter Drucker,Moderate
The society of ]]organizations\\ is new-only seventy years ago employees were a small minority in every society.,Peter Drucker,Moderate
[[Management] has authority only as long as it performs.,Peter Drucker,Moderate
"It has been said, and only half in jest, that a tough, professionally led union is a great force for improving management performance. It forces the manager to think about what he is doing and to be able to explain his actions and behavior.",Peter Drucker,Moderate
"And no matter how serious an environmental problem the automobile poses in today's big city, the horse was dirtier, smelled worse, killed and maimed more people, and congested the streets just as much.",Peter Drucker,Moderate
