Quotes,Author,Political Orientation
Ideal legislators do not vote their interests.,John Rawls,Moderate
Justice is happiness according to virtue.,John Rawls,Moderate
"The intolerant can be viewed as free-riders, as persons who seek the advantages of just institutions while not doing their share to uphold them.",John Rawls,Moderate
"Many conservative writers have contended that the tendency to equality in modern social movements is the expression of envy. In this way they seek to discredit this trend, attributing it to collectively harmful impulses.",John Rawls,Moderate
That persons have opposing interests and seek to advance their own conception of the good is not at all the same thing as their being moved by envy and jealousy.,John Rawls,Moderate
"Men resign themselves to their position should it ever occur to them to question it; and since all may view themselves as assigned their vocation, everyone is held to be equally fated and equally noble in the eyes of providence.",John Rawls,Moderate
Being happy involves both a certain achievement in action and a rational assurance about the outcome.,John Rawls,Moderate
The extreme nature of dominant-end views is often concealed by the vagueness and ambiguity of the end proposed.,John Rawls,Moderate
At best the principles that economists have supposed the choices of rational individuals to satisfy can be presented as guidelines for us to consider when we make our decisions.,John Rawls,Moderate
The hazards of the generalized prisoner's dilemma are removed by the match between the right and the good.,John Rawls,Moderate
I have tried to set forth a theory that enables us to understand and to assess these feelings about the primacy of justice. Justice as fairness is the outcome: it articulates these opinions and supports their general tendency.,John Rawls,Moderate
