Quotes,Author,Political Orientation
"All my life I've prayed the Lord's Prayer, but I've never prayed, ""Give me this day my daily bread."" It is always, ""Give us this day our daily bread."" Bread and life are shared realities. They do not happen in isolation. Civilization is an unnatural act. We have to make it happen, you and I, together with all the other strangers.",Bill Moyers,Progressive-Liberal
"For the life of me I cannot fathom why we expect so much from teachers and provide them so little in return. In 1940, the average pay of a male teacher was actually 3.6 percent more than what other college-educated men earned. Today it is 60 percent lower. Women teachers now earn 16 percent less than other college-educated women. This bewilders me. … There was no Plato without Socrates, and no John Coltrane without Miles Davis.",Bill Moyers,Progressive-Liberal
"In tracking down and eliminating terrorists, we need to change our metaphor from a ""war on terror"" — exactly what, pray tell, is that? — to the mind-set of Interpol tracking down master criminals through intense global cooperation among nations, or the FBI stalking the Mafia, or local police determined to quell street gangs without leveling the entire neighborhood in the process.",Bill Moyers,Progressive-Liberal
"Reagan's story of freedom superficially alludes to the Founding Fathers, but its substance comes from the Gilded Age, devised by apologists for the robber barons. It is posed abstractly as the freedom of the individual from government control — a Jeffersonian ideal at the roots of our Bill of Rights, to be sure. But what it meant in politics a century later, and still means today, is the freedom to accumulate wealth without social or democratic responsibilities and license to buy the political system right out from everyone else.",Bill Moyers,Progressive-Liberal
"The most fundamental liberal failure of the current era: the failure to embrace a moral vision of America based on the transcendent faith that human beings are more than the sum of their material appetites, our country is more than an economic machine, and freedom is not license but responsibility.",Bill Moyers,Progressive-Liberal
Jesus would not be crucified today. The prophets would not be stoned. Socrates would not drink the hemlock. They would instead be banned from the Sunday talk shows and op-ed pages by the sentries of establishment thinking who guard against dissent with the one weapon of mass destruction most cleverly designed to obliterate democracy: the rubber stamp.,Bill Moyers,Progressive-Liberal
"Here is the crisis of the times as I see it: We talk about problems, issues, policies, but we don't talk about what democracy means — what it bestows on us — the revolutionary idea that it isn't just about the means of governance but the means of dignifying people so they become fully free to claim their moral and political agency.",Bill Moyers,Progressive-Liberal
"In those days [1955], affirmative action was for whites only. I might still be working for the grocery store in the small Texas town where I grew up were it not for affirmative action for Southern white boys.",Bill Moyers,Progressive-Liberal
[Martin Luther] King subpoened the nation's conscience. He was killed for it.,Bill Moyers,Progressive-Liberal
"Terms like ""liberty"" and ""individual freedom"" invoked by generations of Americans who battled to widen the 1787 promise to ""promote the general welfare"" have been perverted to create a government primarily dedicated to the state and the political class that runs it. Yes, Virginia, there is a class war and ordinary people are losing it.",Bill Moyers,Progressive-Liberal
"The property qualifications for federal office that the framers of the Constitution expressly chose to exclude for demonstrating an unseemly ""veneration of wealth"" are now de facto in force and higher than the Founding Fathers could have imagined.",Bill Moyers,Progressive-Liberal
People who don't believe in government are likely to defile government.,Bill Moyers,Progressive-Liberal
"Ed Murrow told his generation of journalists bias is okay as long as you don't try to hide it. So here, one more time, is mine: plutocracy and democracy don't mix. Plutocracy, the rule of the rich, political power controlled by the wealthy.  Plutocracy is not an American word but it's become an American phenomenon. Back in the fall of 2005, the Wall Street giant Citigroup even coined a variation on it, plutonomy, an economic system where the privileged few make sure the rich get richer with government on their side. By the next spring, Citigroup decided the time had come to publicly ""bang the drum on plutonomy."" … over the past 30 years the plutocrats, or plutonomists — choose your poison — have used their vastly increased wealth to capture the flag and assure the government does their bidding. … This marriage of money and politics has produced an America of gross inequality at the top and low social mobility at the bottom, with little but anxiety and dread in between, as middle class Americans feel the ground falling out from under their feet.  … Like those populists of that earlier era, millions of Americans have awakened to a sobering reality: they live in a plutocracy, where they are disposable. Then, the remedy was a popular insurgency that ignited the spark of democracy. Now we have come to another parting of the ways, and once again the fate and character of our country are up for grabs. … Democracy only works when we claim it as our own.",Bill Moyers,Progressive-Liberal
"One of the great reporters of the 20th century, I.F. Stone, told journalism students never to forget that ""All governments lie."" He could speak with authority, having spent seven decades exposing deception and official lies by digging deep into government documents and transcripts. He gained his greatest fame and impact publishing the newsletter called ""I.F. Stone's Weekly,"" taking on McCarthyism, racism in the military, and the Vietnam War. ""In this age of corporation men,"" he wrote in 1963, ""I am an independent capitalist, the owner of my own enterprise."" This critically acclaimed documentary, produced in 1973, offered an inside look at how Izzy Stone worked.",Bill Moyers,Progressive-Liberal
"Historian and activist Howard Zinn died in 2010, and the progressive world greatly misses his spirit and guidance. One wonders what he’d have to say about America today — one in which senators create legislation in secret and a president denigrates foes and allies alike via Twitter. What would he, a former Cub Scout, think about the president’s recent speech in which he exhorted Boy Scouts to boo a previous president? We can be pretty sure that he’d be dismayed and disgusted by an America where CEOs make 271 times the pay of an average worker... He’d certainly be no fan of a culture that made serious, though unsuccessful, attempts to ban his signature work, A People’s History of the United States.",Bill Moyers,Progressive-Liberal
